text,label,polarity,category,,,,1,0
"get it ,  it s worth the price for sure .",1,0.4,Á®±Ë? (Praise),,,,,
the cookbook that comes with it is adequate .,1,0.333333333,Á®±Ë? (Praise),,,,,
offers that rare combination of entertainment and education .,1,0.2,Á®±Ë? (Praise),,,,,
"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants ' so to be one of us may be the most tuneless tune ever composed .",0,-0.1,‰∏≠Á? (Neutral),,,,,
a psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .,1,0.107142857,Á®±Ë? (Praise),,,,,
"it is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness .",1,0.222222222,Á®±Ë? (Praise),,,,,
have been using it daily since it arrived .,1,0,‰∏≠Á? (Neutral),,,,,
i paid $ for this when i bought a few other pieces .,1,-0.1625,Á®±Ë? (Praise),,,,,
"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",0,-0.05,‰∏≠Á? (Neutral),,,,,
"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",1,0.3,Á®±Ë? (Praise),,,,,
even legends like alfred hitchcock and john huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's ultimately rather inconsequential .,0,-0.125,?πË? (Criticism),,,,,
"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0,0.176190476,?πË? (Criticism),,,,,
im thinking num_num gem stones in at least a num_num inch wheel .,0,-0.3,?πË? (Criticism),,,,,
shame on what otherwise has been a reliable company with several other respectful products .,0,0.125,?πË? (Criticism),,,,,
could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,0,0.183333333,?πË? (Criticism),,,,,
absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,0,-0.023214286,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
i ve not had this happen with my wusthofs .,0,0,‰∏≠Á? (Neutral),,,,,
"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,0,‰∏≠Á? (Neutral),,,,,
we re too stupid to put together normal sounding sentences .,0,-0.325,?πË? (Criticism),,,,,
"i have several of these ,  well worth it .",1,0.15,Á®±Ë? (Praise),,,,,
"a sad , superior human comedy played out on the back roads of life .",1,0.05,‰∏≠Á? (Neutral),,,,,
"the cables seem rather basic and work well ,  except one problem .",0,0,‰∏≠Á? (Neutral),,,,,
the story and characters are nowhere near gripping enough .,0,0.2,?πË? (Criticism),,,,,
i use this thing to core out the inside of a potato .,1,0,‰∏≠Á? (Neutral),,,,,
a gas cooktop would be worse and a smooth cooktop probably much better .,1,0.166666667,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
open carefully and handle the zippers with care .,1,-0.05,‰∏≠Á? (Neutral),,,,,
"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie .",1,0.25,Á®±Ë? (Praise),,,,,
propelled not by characters but by caricatures .,0,0,‰∏≠Á? (Neutral),,,,,
warmed-over tarantino by way of wannabe elmore leonard .,0,0,‰∏≠Á? (Neutral),,,,,
never -lrb- sinks -rrb- into exploitation .,1,-0.1,‰∏≠Á? (Neutral),,,,,
"despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1,0.233333333,Á®±Ë? (Praise),,,,,
"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years .",0,-0.066666667,‰∏≠Á? (Neutral),,,,,
she handed it back to me and picked up her ginsu knife .,0,0,‰∏≠Á? (Neutral),,,,,
this just doesn t have enough power to massage my shoulders and neck .,0,0,‰∏≠Á? (Neutral),,,,,
"they pee in it about once a week ,  if that .",0,0,‰∏≠Á? (Neutral),,,,,
"this film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",0,0.106565657,?πË? (Criticism),,,,,
this is n't a `` friday '' worth waiting for .,0,0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout .",0,0.033333333,‰∏≠Á? (Neutral),,,,,
also these attachment pieces are very easy to clean .,1,0.465,Á®±Ë? (Praise),,,,,
"not so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies .",0,0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i simply treated it how i would assume a curling iron works .,0,0,‰∏≠Á? (Neutral),,,,,
"lanie 's professional success means she must be a failure at life , because she 's driven by ambition and does n't know how to have fun .",0,0.095833333,‰∏≠Á? (Neutral),,,,,
"an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,0.1,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"the furious coherence that -lrb- deniro -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0,-0.083333333,‰∏≠Á? (Neutral),,,,,
i will never again purchase another game where this is a requirement .,0,-0.4,?πË? (Criticism),,,,,
a masterpiece four years in the making .,1,0,‰∏≠Á? (Neutral),,,,,
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,0.3,Á®±Ë? (Praise),,,,,
some reviewers complained of grounds in the coffee .,1,-0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i love cheetos and any artificially or naturally enhanced cheese snack .,0,0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
we use these alot and they work great .,1,0.8,Á®±Ë? (Praise),,,,,
there 's a vastness implied in metropolis that is just breathtaking .,1,1,Á®±Ë? (Praise),,,,,
what might have been a predictably heartwarming tale is suffused with complexity .,1,-0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i would definitely recommend this for a cute case .,1,0.25,Á®±Ë? (Praise),,,,,
"good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",0,0.093518519,‰∏≠Á? (Neutral),,,,,
we have used ours at least a couple of hundred times .,1,-0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
b. -rrb- that sure is pathetic !,0,-0.25,?πË? (Criticism),,,,,
love it !  really handy to set by the stove .,1,0.6125,Á®±Ë? (Praise),,,,,
the good pieces that i manages to salvage the birds refuse to touch .,0,0.7,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"a deceivingly simple film , one that grows in power in retrospect .",1,0,‰∏≠Á? (Neutral),,,,,
but these knives are well worth their price .,1,0.3,Á®±Ë? (Praise),,,,,
"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",0,-0.05,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",1,0,‰∏≠Á? (Neutral),,,,,
the production values are up there .,1,0,‰∏≠Á? (Neutral),,,,,
"i hated the color that was sent to me ,  pale chalky beige .",0,-0.555,?πË? (Criticism),,,,,
"whatever the case ,  i couldn t be more unhappy with this purchase .",0,-0.05,‰∏≠Á? (Neutral),,,,,
an intelligent fiction about learning through cultural clash .,1,0.45,Á®±Ë? (Praise),,,,,
easy to apply and it works very well .,1,0.316666667,Á®±Ë? (Praise),,,,,
engagingly captures the maddening and magnetic ebb and flow of friendship .,1,0.4,Á®±Ë? (Praise),,,,,
"this is what s affordable right now ,  so it has to do .",1,0.285714286,Á®±Ë? (Praise),,,,,
ranks among willams ' best screen work .,1,1,Á®±Ë? (Praise),,,,,
blade release buttons are simple to use which makes cleaning easy .,1,0.216666667,Á®±Ë? (Praise),,,,,
i contacted the seller and was given a refund .,0,0,‰∏≠Á? (Neutral),,,,,
also the  free will  option is an absolute joke .,0,0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire .",1,0.109821429,Á®±Ë? (Praise),,,,,
unless you have very small or very large hands it is comfortable to use .,1,0.117857143,Á®±Ë? (Praise),,,,,
"instead of kicking off the intrigue and suspense and mystery of the whole thing , hart 's war , like the st. louis rams in the super bowl , waits until after halftime to get started .",0,0.266666667,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the sequel has turned completely and irrevocably bizarre to the point of utter nonsense .,0,0.166666667,?πË? (Criticism),,,,,
for caine lovers only .,0,0,‰∏≠Á? (Neutral),,,,,
these small cookie scoops made perfectly uniform two inch cookies .,1,0.375,Á®±Ë? (Praise),,,,,
i m selling mine to make room for something else .,0,0,‰∏≠Á? (Neutral),,,,,
"for the price tag ,  its nothing to rave about .",0,0,‰∏≠Á? (Neutral),,,,,
i d rather be a little less healthy and a little more happy .,0,0.209722222,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
boring we did n't .,0,-1,?πË? (Criticism),,,,,
coming from an asian background it s not something we normally cook with .,1,0.075,‰∏≠Á? (Neutral),,,,,
i m sure it depends on your age and body type .,0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
there are num_num blue lights to indicate the level of the unit s charge .,1,0,‰∏≠Á? (Neutral),,,,,
i followed the guidance and am grateful for it .,1,0,‰∏≠Á? (Neutral),,,,,
davis has filled out his cast with appealing fresh faces .,1,0.4,Á®±Ë? (Praise),,,,,
did nt have time to return it before christmas so bought another necklass .,0,0,‰∏≠Á? (Neutral),,,,,
i was torn between ordering the wagner steam cleaner and this mcculloch steam cleaner .,1,0,‰∏≠Á? (Neutral),,,,,
i only wish the vacuum head was a little larger .,1,-0.048958333,‰∏≠Á? (Neutral),,,,,
a sports movie with action that 's exciting on the field and a story you care about off it .,1,0.2,Á®±Ë? (Praise),,,,,
a very average science fiction film .,0,-0.195,?πË? (Criticism),,,,,
"a gentle , compassionate drama about grief and healing .",1,-0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i ve tried the pulls with prongs that go along side the cork .,1,0,‰∏≠Á? (Neutral),,,,,
if you are stir frying your ingredients  i . e .,0,0,‰∏≠Á? (Neutral),,,,,
i tried hiding them in her food and in her treats .,0,0,‰∏≠Á? (Neutral),,,,,
"the film is all a little lit crit 101 , but it 's extremely well played and often very funny .",1,0.004166667,‰∏≠Á? (Neutral),,,,,
"not everything works , but the average is higher than in mary and most other recent comedies .",1,0.095,‰∏≠Á? (Neutral),,,,,
this little butter bell is a fantastic buy .,1,0.10625,Á®±Ë? (Praise),,,,,
i m just looking forward to the day i get to replace it .,0,0,‰∏≠Á? (Neutral),,,,,
enfamil infant is characterized by choline and dha .,0,0,‰∏≠Á? (Neutral),,,,,
i don t want the bulk of an otterbox defender .,1,0,‰∏≠Á? (Neutral),,,,,
its characters are thinner than cardboard -- or even comic-book paper .,0,0,‰∏≠Á? (Neutral),,,,,
"even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie .",0,-0.216666667,?πË? (Criticism),,,,,
i was not at all pleased with the performance of this chopper .,0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"i m a male ,  a bachelor who lives alone .",1,0,‰∏≠Á? (Neutral),,,,,
"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",1,0.283333333,Á®±Ë? (Praise),,,,,
that s not what it felt like with the original gel adhesive .,0,0.375,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
we use a bread machine to prepare the dough and provide the first rise .,1,0.25,Á®±Ë? (Praise),,,,,
"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .",0,-0.1,‰∏≠Á? (Neutral),,,,,
you ve probably seen them use it on iron chef .,1,0,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by .",1,0,‰∏≠Á? (Neutral),,,,,
"behind the snow games and lovable siberian huskies -lrb- plus one sheep dog -rrb- , the picture hosts a parka-wrapped dose of heart .",1,0.05,‰∏≠Á? (Neutral),,,,,
not that we should of had to do that .,0,0,‰∏≠Á? (Neutral),,,,,
hello;i purchased this item from a major retailer about num_num years ago .,0,0.0625,‰∏≠Á? (Neutral),,,,,
"egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious .",0,-0.0975,‰∏≠Á? (Neutral),,,,,
anker is a fine product though i d never heard of it .,1,0.416666667,Á®±Ë? (Praise),,,,,
"almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",1,1,Á®±Ë? (Praise),,,,,
i m convinced vacuum sealing works just as advertised .,1,-0.008333333,‰∏≠Á? (Neutral),,,,,
much better than block and tackle type hooks to store overhead .,1,0.5,Á®±Ë? (Praise),,,,,
a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,1,0.15625,Á®±Ë? (Praise),,,,,
i purchased these batteries based on the reviews of others .,1,0,‰∏≠Á? (Neutral),,,,,
so shipping takes a while but it is definitely worth the price .,1,0.3,Á®±Ë? (Praise),,,,,
"for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way .",1,-0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i will update my review after num_num months .,1,0,‰∏≠Á? (Neutral),,,,,
you can go to any chain store and do better .,0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
this machine is no match for the new consoles .,0,0.136363636,?πË? (Criticism),,,,,
i recommand smaller size for everyday use . but i like this pan .,1,-0.1,‰∏≠Á? (Neutral),,,,,
my mouth feels very dry and i am thirsty after drinking this .,0,-0.086666667,‰∏≠Á? (Neutral),,,,,
if high crimes were any more generic it would have a universal product code instead of a title .,0,0.165,?πË? (Criticism),,,,,
"the principals in this cast are all fine , but bishop and stevenson are standouts .",1,0.416666667,Á®±Ë? (Praise),,,,,
"a turgid little history lesson , humourless and dull .",0,-0.239583333,?πË? (Criticism),,,,,
"once the lid closes ,  the smell goes away .",1,0,‰∏≠Á? (Neutral),,,,,
"do not buy this product ! the photos are horribly ,  horribly misleading .",0,-1,?πË? (Criticism),,,,,
the drama is played out with such aching beauty and truth that it brings tears to your eyes .,1,0,‰∏≠Á? (Neutral),,,,,
it didn t work for me hopefully other people will have better luck .,0,0.1875,?πË? (Criticism),,,,,
two reviewers determined there are drivers to be downloaded but i was unsuccessful .,0,0,‰∏≠Á? (Neutral),,,,,
makes an aborbing if arguable case for the man 's greatness .,1,0,‰∏≠Á? (Neutral),,,,,
"no , it 's not nearly as good as any of its influences .",0,-0.35,?πË? (Criticism),,,,,
"got all excited ,  but this taste nohthing like honey at all .",0,0.375,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i think this case is a very nice phone case .,1,0.78,Á®±Ë? (Praise),,,,,
"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi .",0,0.6,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"so after two months of use ,  working in it .",0,0,‰∏≠Á? (Neutral),,,,,
it would n't be my preferred way of spending 100 minutes or $ 7.00 .,0,0,‰∏≠Á? (Neutral),,,,,
it charges my phone very quickly and to full % battery .,1,0.391666667,Á®±Ë? (Praise),,,,,
brilliant ! ',1,1,Á®±Ë? (Praise),,,,,
this is a worthless item that makes no sense at all .,0,-0.8,?πË? (Criticism),,,,,
"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,0,‰∏≠Á? (Neutral),,,,,
this particular variety is rather lacking in the flavor department .,0,0.166666667,?πË? (Criticism),,,,,
a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .,1,-0.1,Á®±Ë? (Praise),,,,,
mind you the oem xoom charger is not like that at all .,0,0,‰∏≠Á? (Neutral),,,,,
the la prima ran about half a shot then choked the machine .,1,-0.166666667,Á®±Ë? (Praise),,,,,
then i thought something was wrong with my car .,1,-0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
now i just need to buy a catch can for the bottle tops .,1,0,‰∏≠Á? (Neutral),,,,,
it took 19 predecessors to get this ?,0,0,‰∏≠Á? (Neutral),,,,,
a definite num_extend for how they handled this .,0,0,‰∏≠Á? (Neutral),,,,,
stephen earnhart 's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,0.25,Á®±Ë? (Praise),,,,,
a romantic comedy that operates by the rules of its own self-contained universe .,1,0.3,Á®±Ë? (Praise),,,,,
me too is a nice brand and make very comfortable shoes .,0,0.56,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
not so much a movie as a picture book for the big screen .,0,0.1,‰∏≠Á? (Neutral),,,,,
i would recommend this case to my friends .,1,0,‰∏≠Á? (Neutral),,,,,
i ordered two of them and both arrived within a week .,0,0,‰∏≠Á? (Neutral),,,,,
so far has lasted for a long time and does not wear off .,1,0.025,‰∏≠Á? (Neutral),,,,,
i dropped phone once and the case held up perfectly .,1,1,Á®±Ë? (Praise),,,,,
durable and seems similar quality to apple products .,1,0,‰∏≠Á? (Neutral),,,,,
"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s .",1,0.166666667,Á®±Ë? (Praise),,,,,
"all in all ,  though ,  happy with the product .",1,0.8,Á®±Ë? (Praise),,,,,
"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins .",0,0,‰∏≠Á? (Neutral),,,,,
wrapped around me easily to tuck in for getting ready at the gym .,1,0.316666667,Á®±Ë? (Praise),,,,,
"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",0,0,‰∏≠Á? (Neutral),,,,,
proves that a movie about goodness is not the same thing as a good movie .,0,0.333333333,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
another num_num calories from the other num_num grams of carbohydrates .,0,-0.125,?πË? (Criticism),,,,,
a film so tedious that it is impossible to care whether that boast is true or not .,0,-0.272222222,?πË? (Criticism),,,,,
i have to lower the rating another notch .,0,0,‰∏≠Á? (Neutral),,,,,
"all ends well , sort of , but the frenzied comic moments never click .",0,0.25,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"shadyac shoots his film like an m. night shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension .",0,0.166666667,?πË? (Criticism),,,,,
i ve had many lighters and this one might be the best .,0,0.75,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
even die-hard fans of japanese animation ... will find this one a challenge .,0,0,‰∏≠Á? (Neutral),,,,,
"more honest about alzheimer 's disease , i think , than iris .",1,0.55,Á®±Ë? (Praise),,,,,
researched before i bought it and had actually chosen another one .,1,0,‰∏≠Á? (Neutral),,,,,
what happened with pluto nash ?,0,0,‰∏≠Á? (Neutral),,,,,
put homemade pizza sauce on top then add pepperoni and fresh mushrooms .,1,0.4,Á®±Ë? (Praise),,,,,
"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",1,0.4375,Á®±Ë? (Praise),,,,,
"flashy , pretentious and as impenetrable as morvern 's thick , working-class scottish accent .",0,-0.366666667,?πË? (Criticism),,,,,
it s this second part that really grosses me out .,0,0.1,‰∏≠Á? (Neutral),,,,,
i just received a replacement bb curve from verizon .,1,0,‰∏≠Á? (Neutral),,,,,
i woke up with basically an oil slick on my face .,0,-0.25,?πË? (Criticism),,,,,
marineland does a very good job with their led aquarium systems .,0,0.91,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i ve used it once and i won t be using it again .,0,0,‰∏≠Á? (Neutral),,,,,
now i have a game that i don t ever want to play .,0,-0.4,?πË? (Criticism),,,,,
"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .",1,-0.013333333,‰∏≠Á? (Neutral),,,,,
"a little at first ,  more with each successive try .",0,0.1875,?πË? (Criticism),,,,,
i used this set with a toaster oven and with a coleman camping oven .,1,0,‰∏≠Á? (Neutral),,,,,
"a compelling , moving film that respects its audience and its source material .",1,0.3,Á®±Ë? (Praise),,,,,
"it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,0.49375,Á®±Ë? (Praise),,,,,
after a num_extend try i received the same product .,0,0,‰∏≠Á? (Neutral),,,,,
i didn t have enough of them to return .,0,0,‰∏≠Á? (Neutral),,,,,
remember when bond had more glamour than clamor ?,0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i can t send it back again because i don t have it .,0,0,‰∏≠Á? (Neutral),,,,,
... surprisingly inert for a movie in which the main character travels back and forth between epochs .,0,0.288888889,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"might work for others ,  didn t work for me .",0,0,‰∏≠Á? (Neutral),,,,,
"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",0,0.1,?πË? (Criticism),,,,,
it s very simple and takes up very little space on the pot rack .,1,-0.121875,Á®±Ë? (Praise),,,,,
the concept was great and it worked very well when it worked .,0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli .",1,0.425,Á®±Ë? (Praise),,,,,
"for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer .",0,0.0575,‰∏≠Á? (Neutral),,,,,
the transmit strength on this compact num_extend is pretty strong .,0,0.341666667,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"as i get hit ,  my health endurance goes down .",0,-0.155555556,?πË? (Criticism),,,,,
most products are for dandruff caused by dry scalp .,0,0.216666667,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
went looking for them and you had them .,1,0,‰∏≠Á? (Neutral),,,,,
farrell ... thankfully manages to outshine the role and successfully plays the foil to willis 's world-weary colonel .,1,0.75,Á®±Ë? (Praise),,,,,
i had it a long time now and i still love it .,1,0.225,Á®±Ë? (Praise),,,,,
i followed the instructions and threw away the first num_num batches of coffee .,1,0.25,Á®±Ë? (Praise),,,,,
i can not send it back due to shipping requirements .,0,-0.0625,‰∏≠Á? (Neutral),,,,,
"a teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",1,0.166666667,Á®±Ë? (Praise),,,,,
excellent acting and direction .,1,0.5,Á®±Ë? (Praise),,,,,
"still , i 'm not quite sure what the point is ...",0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"i just flipped the pan over ,  and there they were .",1,0,‰∏≠Á? (Neutral),,,,,
"sadly , hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks .",0,-0.5,?πË? (Criticism),,,,,
a harmless and mildly amusing family comedy .,1,0.6,Á®±Ë? (Praise),,,,,
"even after several days ,  they are air tight in a wine bottle .",1,-0.089285714,‰∏≠Á? (Neutral),,,,,
"theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ?",0,-0.05,‰∏≠Á? (Neutral),,,,,
absolutely horrid; cheaper @ costco if you must .,0,0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
purchased this to charge my new android tablet in the car on trips .,1,0.136363636,Á®±Ë? (Praise),,,,,
i tried supergluing the magnets back on to no avail .,0,0,‰∏≠Á? (Neutral),,,,,
"you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .",0,0.416666667,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
and it ll keep rice perfect and hot for up to num_num hours .,1,0.625,Á®±Ë? (Praise),,,,,
"elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",1,-0.033333333,‰∏≠Á? (Neutral),,,,,
-lrb- howard -rrb- so good as leon barlow ... that he hardly seems to be acting .,1,0.136111111,Á®±Ë? (Praise),,,,,
this is the worst game i have come across in a long time .,0,-0.483333333,?πË? (Criticism),,,,,
the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .,1,0.2,Á®±Ë? (Praise),,,,,
i finally made he purchase and am glad i did .,1,0.25,Á®±Ë? (Praise),,,,,
"when it 's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .",0,-0.183333333,?πË? (Criticism),,,,,
i spent $ for the num_extend and overall it was not worth the cost .,0,-0.083333333,‰∏≠Á? (Neutral),,,,,
bullock 's complete lack of focus and ability quickly derails the film,0,0.216666667,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
like they glued it together and shipped it out it seemed .,0,0,‰∏≠Á? (Neutral),,,,,
insert the micro usb to your phone and enjoy your widescreen display .,0,0.4,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i dumped all num_num screen protectors in the trash bin .,0,0,‰∏≠Á? (Neutral),,,,,
we juiced our garden lettuce and greens with ease .,1,0,‰∏≠Á? (Neutral),,,,,
this case looks nice but that s about it .,0,0.6,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the handle is comfortable and holds the pitchers securely in your hands .,1,0.4,Á®±Ë? (Praise),,,,,
well worth the time .,1,0.3,Á®±Ë? (Praise),,,,,
"it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit .",1,0.3,Á®±Ë? (Praise),,,,,
"yes ,  it is plastic ,  but not cheap plastic .",1,-0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .",1,0.3,Á®±Ë? (Praise),,,,,
puts together very easily and does what it s said it would .,1,0.563333333,Á®±Ë? (Praise),,,,,
this idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture .,0,0.4875,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the original unreal tournament is the very definition of fun .,0,0.291666667,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the invincible werner herzog is alive and well and living in la,1,0.1,‰∏≠Á? (Neutral),,,,,
"it might work for all purpose flour ,  which has less gluten .",0,-0.166666667,?πË? (Criticism),,,,,
soe decided to push it to live a whole num_num weeks sooner than that .,0,0.168181818,?πË? (Criticism),,,,,
"as an actor , the rock is aptly named .",0,0.6,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .",0,0.04,‰∏≠Á? (Neutral),,,,,
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .,1,-0.016666667,‰∏≠Á? (Neutral),,,,,
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,0,‰∏≠Á? (Neutral),,,,,
bought this for use to hold my droid incredible .,0,0.9,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
