row_id,TEXT,LABEL,category
190,if your bike had a kickstand on the plate it won t lock down .,0,Other
70,it stays stable in your ear very nicely and is surprisingly very comfortable .,1,Other
556,this is n't a `` friday '' worth waiting for .,0,Other
948,"mine is a piece of junk ,  as far as i am concerned .",0,Other
1768,"though the controversial korean filmmaker 's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding .",1,Movie
1263,tastes in between the classic american blonde ale and cowboy golden lager .,1,Other
1047,"like showdown : legends of wrestling , it has too many glitches to count .",0,Other
1195,"at nearly three hours , the whole of safe conduct is less than the sum of its parts .",0,Other
958,`` an entire film about researchers quietly reading dusty old letters . '',0,Movie
1644,i thought i was over charged once it was returned .,0,Other
435,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,Movie
1883,both rub my dog raw and cause bleeding .,0,Product
252,notorious c.h.o. has oodles of vulgar highlights .,0,Other
1973,very hard plastic and not that fun to play with at all .,0,Game
92,i have read reviews from wine experts that it doesn t work .,1,Product
654,"do not buy this product ! the photos are horribly ,  horribly misleading .",0,Product
87,"like a tone-deaf singer at a benefit concert , john q. is a bad movie appearing on behalf of a good cause .",0,Movie
36,"a triumph , relentless and beautiful in its downbeat darkness .",1,Other
1091,"a trashy , exploitative , thoroughly unpleasant experience .",0,Other
1291,it was not as good as our much cheaper model .,0,Product
1194,the copper finish is coated with a clear plastic to prevent oxidation .,1,Other
693,a film so tedious that it is impossible to care whether that boast is true or not .,0,Movie
1176,i hope it will be a better choice .,0,Other
1677,both deeply weird and charmingly dear .,1,Other
1218,"it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",0,Product
387,"i did n't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood .",0,Other
1939,a must have if you have one of the older foodsavers .,1,Other
687,"all in all ,  though ,  happy with the product .",1,Product
625,i was not at all pleased with the performance of this chopper .,0,Other
924,we are ice cream lovers and fussy about the quality of ice cream .,1,Product
1560,nicely serves as an examination of a society in transition .,1,Other
1581,"suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .",0,Other
875,the film is often filled with a sense of pure wonderment and excitement not often seen in today 's cinema du sarcasm,1,Movie
1049,... an inviting piece of film .,1,Movie
1866,"first ,  i put them both under my tongue simultaneously .",0,Other
441,"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",0,Movie
1619,too lazy to take advantage of its semi-humorous premise .,0,Other
758,i dumped all num_num screen protectors in the trash bin .,0,Movie
1547,the tone shifts abruptly from tense to celebratory to soppy .,0,Other
1424,"basically ,  this product is a ripoff on consumers .",0,Product
445,apparently there are thirteen more words required to successfully submit this review .,1,Other
791,the box is very shallow and not easily covered securely .,0,Other
116,"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",0,Other
1653,nothing more than a mediocre trifle .,0,Other
889,you do have to hold a bowl when catching the meat you re grinding .,1,Other
812,"accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .",0,Movie
1173,quick : who wants to see a comedy about shoddy airport security ?,0,Movie
1219,surely not worth what was paid for it by half .,0,Other
1779,ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,0,Movie
1036,"while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .",1,Movie
1080,any one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .,0,Other
491,"the film takes too long getting to the good stuff , then takes too long figuring out what to do next .",0,Movie
369,"a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .",1,Movie
598,these small cookie scoops made perfectly uniform two inch cookies .,1,Other
554,"they pee in it about once a week ,  if that .",0,Other
1220,"kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .",0,Other
837,i mainly use my blentec now but haven t sold the vitamix yet .,1,Product
1492,"a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass .",1,Movie
1224,"sharp , lively , funny and ultimately sobering film .",1,Movie
1314,"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .",1,Movie
1900,genuinely touching because it 's realistic about all kinds of love .,1,Product
419,once it dies i will purchase a better unit .,1,Other
1879,if you get these just be a bit careful .,0,Other
782,you place all the ingredients into the bread maker .,1,Other
1437,"first of all ,  syrup shouldn t run ,  it should ooze .",0,Other
1538,moot point .,0,Other
1955,"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",1,Movie
1739,i am actually afraid to open the remaining jars .,0,Other
607,davis has filled out his cast with appealing fresh faces .,1,Other
446,abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,0,Other
813,there 's something fundamental missing from this story : something or someone to care about .,0,Movie
1227,it keeps it the coffee hot and fresh for hours .,1,Other
145,"complex , affecting and uniquely almod??var , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",1,Movie
1493,a bit of an unwieldy mess .,0,Other
1016,the lid is the best part of the pot ensemble .,0,Other
475,how did it ever get made ?,0,Other
1551,the zester was easy enough to clean after use .,1,Product
1262,it can t be tightened at that point to fix it .,1,Other
615,if you are stir frying your ingredients  i . e .,0,Other
909,i put it together to surprise my husband .,0,Other
596,the sequel has turned completely and irrevocably bizarre to the point of utter nonsense .,0,Other
1797,"what you would end up with if you took orwell , bradbury , kafka , george lucas and the wachowski brothers and threw them into a blender .",1,Other
1789,after all the great reviews i thought i d give this a try .,0,Other
1707,this unit makes the best french fries i ve ever made .,1,Other
386,"while not as aggressively impressive as its american counterpart , `` in the bedroom , '' moretti 's film makes its own , quieter observations",1,Movie
887,you get what you pay for i guess .,0,Other
942,i have two of them in different locations in my house .,1,Product
1092,i hate this movie,0,Movie
1198,"went to the second one using the same method ,  no go .",0,Other
1967,i can t believe that i didn t buy these sooner .,1,Product
1978,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .",1,Other
1482,"it didn t fit in my bathtub ,  which is a standard size .",0,Other
602,boring we did n't .,0,Other
1319,a refreshingly authentic coming-of-age tale .,1,Other
1050,"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos .",0,Movie
1915,"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up .",0,Other
1282,camera fell of it after a few uses .,0,Product
509,"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1,Movie
1839,this one sits on our shelf collecting dust .,0,Other
1185,vividly conveys both the pitfalls and the pleasures of over-the-top love .,1,Other
355,if you need a pot with this capacity num_extend qts  buy this one .,1,Product
1410,i used to use a good cooks brand safety opener and really liked it .,1,Product
1145,mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,0,Other
1076,it 's a terrific american sports movie and dennis quaid is its athletic heart .,1,Movie
1400,there are companies that make dog biscuits with the activated charcoal in it .,0,Other
1392,a well acted and well intentioned snoozer .,0,Other
1720,i have been using it twice a day since i received it .,0,Other
1520,not that anything sticks that much you just don t have to worry .,1,Other
1941,"a gob of drivel so sickly sweet , even the eager consumers of moore 's pasteurized ditties will retch it up like rancid cr??me br??l??e .",0,Other
876,"a miniscule little bleep on the film radar , but one that many more people should check out",1,Movie
1818,"really ,  it all does look nice graphically wise .",0,Other
171,unfortunately this product did not do much for me .,0,Product
185,like how many times you face the nazgul and how easily they are beaten .,0,Other
1954,"waste of money ,  waste of time ,  waste of blood .",0,Product
358,"not a movie but a live-action agitprop cartoon so shameless and coarse , it 's almost funny .",0,Movie
1158,this is simply the most fun you 'll ever have with a documentary !,1,Other
134,but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds .,1,Other
906,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,Other
539,"i have several of these ,  well worth it .",1,Other
262,"truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .",0,Movie
1381,i have had mine for almost two years and they have not frayed .,1,Other
1726,"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",0,Movie
1107,good ol' urban legend stuff .,1,Other
1878,may be spoofing an easy target -- those old ' 50 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,Movie
1312,it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .,1,Other
761,the handle is comfortable and holds the pitchers securely in your hands .,1,Other
1902,"leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .",0,Other
1046,"... a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",0,Movie
189,i though it would be faster and easier but it wasn t .,1,Other
60,"without september 11 , collateral damage would have been just another bad movie .",0,Movie
1307,quite funny for the type of movie it is ...,1,Movie
1346,these tongs seem to have the locking mechanism backwards .,1,Other
1504,it 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic oliver parker intends to mangle next time .,0,Other
163,we have been treating our hair for months and finally got this .,0,Other
31,pretty much all i ask for in a grinder .,1,Other
1508,: pi also have limited space in my kitchen .,1,Other
253,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix .",0,Other
1043,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,1,Movie
1936,this offers really good protection for the phone .,1,Other
746,"you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .",0,Product
167,while mcfarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story .,0,Movie
1740,one scarcely needs the subtitles to enjoy this colorful action farce .,1,Other
1401,"a slick , well-oiled machine , exquisitely polished and upholstered .",1,Other
1098,i would buy again if the shipping wasnt so long .,1,Product
456,an unbelievably fun film just a leading man away from perfection .,1,Movie
690,"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",0,Other
1083,"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",1,Movie
1396,we ve tried num_num of these waffle makers since jan num_extend,0,Other
1174,put num_num quart of water into the machine .,1,Other
528,"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",0,Other
1053,eight crazy nights is a showcase for sandler 's many talents .,1,Other
354,i threw it out because i can t take alcohol .,0,Product
1342,"shamelessly sappy and , worse , runs away from its own provocative theme .",0,Other
1962,a dream cast of solid female talent who build a seamless ensemble .,1,Other
4,arguably the year 's silliest and most incoherent movie .,0,Movie
579,but these knives are well worth their price .,1,Product
1215,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .,1,Movie
1375,"first things first ,  make sure you are ordering the right headset .",0,Other
1997,on the other hand for power grating you ve got something here .,1,Other
1969,the instructions came over the motorola num_extend and were very clear .,1,Other
1990,"not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",1,Movie
1061,a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .,1,Movie
939,"if you are sensitive to maltodextrin ,  this isn t for you .",0,Other
281,"a thoughtful , provocative , insistently humanizing film .",1,Movie
1438,so what is the point ?,0,Other
734,i can not send it back due to shipping requirements .,0,Other
1850,a frustrating combination of strained humor and heavy-handed sentimentality .,0,Other
1466,"there 's enough science to make it count as educational , and enough beauty to make it unforgettable .",1,Other
139,"shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic .",1,Other
1600,fasy to keep clean and a real treasure .,1,Other
1874,birot 's directorial debut -lrb- she co-wrote the script with christophe honor?? -rrb- is n't so much bad as it is bland .,0,Movie
810,"i have many oxo products ,  and i ve always been pleased .",1,Product
427,this pan is a bit heavier and truly nonstick .,1,Other
230,director rob marshall went out gunning to make a great one .,1,Movie
885,but he loses his focus when he concentrates on any single person .,0,Other
1716,it 's solid and affecting and exactly as thought-provoking as it should be .,1,Other
1917,"trivial where it should be profound , and hyper-cliched where it should be sincere .",0,Other
112,"the pleasures of super troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",1,Other
675,it took 19 predecessors to get this ?,0,Other
582,the production values are up there .,1,Product
1267,"what you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",0,Movie
1563,"for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .",0,Other
809,"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",1,Other
550,"despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1,Other
700,researched before i bought it and had actually chosen another one .,1,Product
1799,"i bought this skillet for steaks and fried potatoes  , and fried eggs .",0,Product
707,i woke up with basically an oil slick on my face .,0,Other
674,now i just need to buy a catch can for the bottle tops .,1,Product
950,"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily .",1,Movie
527,i paid $ for this when i bought a few other pieces .,1,Product
1430,"often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .",1,Product
766,puts together very easily and does what it s said it would .,1,Other
1844,you can probably run them over with your car and still be okay .,0,Other
88,life is a crock -- or something like it .,0,Other
124,"dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter .",0,Other
1526,japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,1,Movie
1851,"myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another .",0,Other
1008,other brands in this large of a container are glass .,0,Other
286,haneke challenges us to confront the reality of sexual aberration .,1,Other
1763,"as green-guts monster movies go , it 's a beaut .",1,Movie
448,"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",1,Movie
853,the bottom part is stretching after only a month of owning the case .,0,Other
1906,"a grim , flat and boring werewolf movie that refuses to develop an energy level .",0,Movie
1672,when you place the eye brow attachment on you can get a mixed cut .,0,Other
1864,it holds the charge like when my phone was brand new .,1,Other
1004,i can t believe how strong this little guy is .,1,Other
251,"synching is simple ,  with no passwords or codes required .",1,Other
1380,not the fastest but better than my other hot air brush .,0,Other
998,but this stuff will fall apart after only a few washings .,0,Other
599,i m selling mine to make room for something else .,0,Other
289,plus its from amazon and amazon wouldn t put their name on crap .,1,Product
1502,its actually a little better than the filter that came with the unit .,1,Other
1880,automatically pegs itself for the straight-to-video sci-fi rental shelf .,0,Other
1693,the cast is uniformly excellent and relaxed .,1,Other
784,it really is like they didn t take anything at all .,0,Other
1031,i adjusted the volumes on the ipod and the cassette player .,0,Game
831,this ring looked beautiful on out of the box .,0,Other
779,company will exchange though but it wastes your time doing this .,0,Other
1829,all the songs build on the same words .,0,Other
696,"shadyac shoots his film like an m. night shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension .",0,Movie
1255,"look , this is a terrific flick replete with dazzling camera-work , dancing and music .",1,Product
1615,only negative was delifery was num_num days late .,1,Other
1824,"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point .",0,Movie
29,i won t give this to the new puppy i m getting .,0,Other
618,"not everything works , but the average is higher than in mary and most other recent comedies .",1,Product
1229,not a bad journey at all .,1,Other
113,plugs the ipad into my car and works great .,1,Product
1561,"none of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor .",0,Other
1616,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",1,Product
343,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip .",1,Other
255,we miss the quirky amazement that used to come along for an integral part of the ride .,0,Product
1405,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right .",1,Game
486,my husband said it was obvious so i had to return it .,0,Other
861,i read all the reviews and decided on this one .,1,Other
846,this pan i have had for one year .,1,Other
535,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,0,Other
653,"once the lid closes ,  the smell goes away .",1,Other
914,"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,Movie
1485,"majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",1,Movie
1528,"... with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time .",0,Movie
1675,this is due to the short lived cheaper lasers they put in them .,0,Product
1746,"this self-infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard , but he 's the most obvious one .",0,Movie
1606,i found these patches very hard to put on .,0,Other
1014,"run , do n't walk , to see this barbed and bracing comedy on the big screen .",1,Movie
143,this case is far from what i expected .,0,Other
1932,"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",1,Movie
394,try explaining to a two year old why her tattoo keeps  breaking  .,0,Other
307,my first draft of this review was also way too long .,0,Other
749,-lrb- howard -rrb- so good as leon barlow ... that he hardly seems to be acting .,1,Other
1032,claritin used to be the best thing around .,0,Product
389,i ve not been terribly impressed with this box .,0,Other
1265,"it represents better-than-average movie-making that does n't demand a dumb , distracted audience .",1,Movie
322,it s too bad because they look like they would keep my ears warm .,0,Product
951,"based on a david leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .",0,Movie
266,it is so small . get a racket ball . pass this one by .,0,Other
1580,"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",1,Other
108,i was glad to see it was still available .,1,Other
1362,that s what it does and it does it well .,1,Other
1579,and that would be what you would need .,1,Other
584,"whatever the case ,  i couldn t be more unhappy with this purchase .",0,Other
187,spent more time fiddling with this than i did looking at the road .,0,Other
188,i bought the lowest priced model more to test the brand than anything else .,1,Product
586,easy to apply and it works very well .,1,Product
1306,i haven t had any problems with teflon flaking off .,1,Other
374,most operations there is a noticable delay lag of num_extend to num_num seconds .,0,Product
27,i cannot recommend this product for anyone trying to fix a leaky transmission .,0,Product
1235,this product does what it is suppose to do .,1,Product
312,"first good , then bothersome .",0,Other
823,"very nice unit ,  easy to assemble and operate .",1,Other
606,i followed the guidance and am grateful for it .,1,Other
348,"also ,  the knife is easy to maneuver despite its length .",1,Other
1217,"this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself .",0,Movie
1266,"though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following .",0,Other
534,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,0,Other
848,the movie succumbs to being nothing more than a formulaic chase in the dark .,0,Movie
978,and theres no warning on any of these cans that i can identify .,0,Other
1337,enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs .,0,Other
1738,a cop story that understands the medium amazingly well .,1,Movie
1964,"when -lrb- de palma 's -rrb- bad , he 's really bad , and femme fatale ranks with the worst he has done .",0,Other
1376,i used a blade grinder for years before buying a burr grinder  .,1,Product
1788,cliches are as thick as the cigarette smoke .,0,Other
1240,"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv 's defunct cleopatra 2525 .",0,Other
1447,"funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read . ''",1,Movie
1360,"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .",0,Movie
471,"as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .",0,Movie
212,the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,1,Movie
709,i ve used it once and i won t be using it again .,0,Product
278,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",1,Other
442,the use of cgi and digital ink-and-paint make the thing look really slick .,1,Product
541,"the cables seem rather basic and work well ,  except one problem .",0,Product
107,i received them as a christmas present and i love them .,1,Other
353,place it in the freezer and close the door .,1,Other
1233,i like that is is durable and washable .,1,Other
272,"only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last gives its subject a movie worthy of his talents .",1,Movie
366,the sum of all fears is almost impossible to follow -- and there 's something cringe-inducing about seeing an american football stadium nuked as pop entertainment .,0,Other
1183,i ordered it and it was delivered well in time .,1,Other
1146,"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",0,Movie
1205,"the result is solemn and horrifying , yet strangely detached .",0,Other
1270,culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .,0,Other
140,no. .,0,Other
881,the fact that the rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays .,1,Movie
686,"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s .",1,Other
1734,and if the hours wins ` best picture ' i just might .,1,Other
1078,"great for about anything you want to shred ,  cut or mix .",1,Other
516,"say this for the soundtrack , it drowns out the lousy dialogue .",0,Other
1201,all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility .,0,Movie
470,it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,0,Movie
1597,"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",1,Other
1231,the film is like a series of beginnings and middles that never take off .,0,Movie
1934,"if you 're looking for comedy to be served up , better look elsewhere .",0,Movie
197,i ordered these from amazon since i could find them nowhere in my area .,0,Product
1512,tim story 's not there yet - but ` barbershop ' shows he 's on his way .,1,Movie
416,hope this lasts longer than my last grinder so can buy as a gift .,1,Product
496,it s more powerful so i expect it to be a little louder .,1,Other
452,skip work to see it at the first opportunity .,1,Product
898,it hasn t done anything for his thin coat though .,0,Other
1361,sometimes i m there for up to num_num hours .,1,Other
1068,simple !  does the job it was intended for .,1,Other
1823,"as shaky as the plot is , kaufman 's script is still memorable for some great one-liners .",1,Other
833,i won t be buying from this vender ever again .,0,Product
1245,i guess maybe there are some people that this product could help .,0,Product
349,"an enjoyable film for the family , amusing and cute for both adults and kids .",1,Movie
597,for caine lovers only .,0,Other
1002,quite tasteless and they make you order so many .,0,Other
1290,"yes ,  they are light ,  and are not durable at all .",0,Other
763,"it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit .",1,Movie
721,"might work for others ,  didn t work for me .",0,Product
1830,"too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .",0,Other
839,does this ever happen to the cpu ?  rarely .,0,Other
1694,"it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness .",0,Movie
428,wait for video -- and then do n't rent it .,0,Other
988,this one is available at a decent price with fair shipping here on amazon .,1,Product
1022,i made beef bolognese in the oven and it turned out wonderfully .,1,Other
1302,the thrill is -lrb- long -rrb- gone .,0,Other
972,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek .",0,Movie
781,"the first time through ,  things really slowed down around level num_extend",0,Game
1445,i have to say that it was money well spent .,1,Product
1309,"it 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .",0,Other
1451,another  energy  product that simply wastes our money .,0,Product
645,i will update my review after num_num months .,1,Other
472,"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",1,Other
1469,"it s good to go the next morning ,  completely clean .",1,Other
1287,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",1,Movie
169,this one does the job i need it for !  .,1,Other
1673,first of all i m not some raging halo .,0,Other
1457,i can see i will be using it a lot .,1,Other
329,its very similar to that type of style .,0,Other
637,anker is a fine product though i d never heard of it .,1,Product
708,marineland does a very good job with their led aquarium systems .,0,Other
626,"i m a male ,  a bachelor who lives alone .",1,Other
1374,"a tender and touching drama , based on the true story of a troubled african-american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",1,Movie
925,i purchased this to replace a knife that was lost .,1,Other
1369,it 's laughing at us .,0,Other
628,that s not what it felt like with the original gel adhesive .,0,Other
1171,am very disappointed that i still can t wear my shoes !  .,0,Other
750,this is the worst game i have come across in a long time .,0,Game
745,i tried supergluing the magnets back on to no avail .,0,Other
1503,the entire thing fits in the palm of my child s hand .,0,Other
1868,i think that is the way to keep the fish moist .,1,Other
316,i am glad that i did not spend a fortune on the electric models .,1,Other
1863,"an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient",1,Movie
35,"stars matthew perry and elizabeth hurley illicit more than a chuckle , and more jokes land than crash , but ultimately serving sara does n't distinguish itself from the herd .",0,Other
280,"though everything might be literate and smart , it never took off and always seemed static .",0,Other
1810,i bought it for a new iphone num_extend,1,Product
1138,a very funny movie .,1,Movie
1514,"splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",0,Movie
900,it took three years three vets and over twelve hundred dollars spent before success .,0,Other
193,i tried everything short of breaking the thing open .,0,Other
1622,i have both a square and round pan i use this with .,1,Product
1456,this happened after about num_num years of use .,1,Product
1029,"i will always have slight pain ,  no matter what .",0,Other
755,bullock 's complete lack of focus and ability quickly derails the film,0,Movie
555,"this film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",0,Movie
672,the la prima ran about half a shot then choked the machine .,1,Other
1843,i will never have a phone without an otterbox again .,1,Other
8,... there are enough moments of heartbreaking honesty to keep one glued to the screen .,1,Movie
593,"while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire .",1,Other
711,"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .",1,Other
1996,a savvy exploration of paranoia and insecurity in america 's culture of fear .,1,Other
1593,i love that it uses natural ingredients but it was ineffective on my skin .,0,Product
359,dash mounts are either bulky and in the way or not strong enough .,1,Other
350,this knife sharpener more than met our expectations .,1,Other
1595,then contact sharp and go on from there .,0,Other
578,"a deceivingly simple film , one that grows in power in retrospect .",1,Movie
1608,"divertingly ridiculous , headbangingly noisy .",0,Other
677,stephen earnhart 's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,Other
1393,i purchased this filter for a braun num_extend coffeemaker .,1,Other
256,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap-crackle .",0,Other
608,did nt have time to return it before christmas so bought another necklass .,0,Product
1465,it 's both a necessary political work and a fascinating documentary ...,1,Product
81,trying to slide to a different screen instantly turns it back off .,0,Movie
1930,the remaining sticker is attached to the second film .,1,Movie
1873,hopefully you won t have to go through this nonsense .,0,Other
933,the measuring spoons would make a great stocking stuffer for any kitchen queen .,1,Other
1858,audio isn t a religion and these are not holy water .,0,Other
1758,"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .",0,Movie
1820,the problem with the acrylic ones i ve found is the tipping factor .,0,Movie
13,the issue of faith is not explored very deeply,0,Other
1573,"too bad , but thanks to some lovely comedic moments and several fine performances , it 's not a total loss .",1,Other
48,"and ,  there were many things we liked about this game .",0,Game
1197,i guess it fails in the truth department on its advertising .,0,Other
1733,"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining .",1,Movie
1953,"too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",0,Movie
1924,it stays on and i unplug it when it s done .,1,Other
1620,i pretreated the worst stains withwoolite pet stain .,1,Other
