row_id,sub_id,split_text,LABEL,NUM_SPLITS,Anger_count,Disgust_count,Fear_count,Joy_count,Sadness_count,Surprise_count,Trust_count,Anticipation_count,Anger_freq,Disgust_freq,Fear_freq,Joy_freq,Sadness_freq,Surprise_freq,Trust_freq,Anticipation_freq
330,0,it was just what i expected it to be .,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
331,0,"it 's rare to find a film that dazzles the eye , challenges the brain ,",1,3,1,0,1,0,0,0,0,0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0
331,1,"and satisfies our lust for fast-paced action ,",1,3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333
331,2,but minority report delivers all that and a whole lot more .,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,0,i give it five stars for making eating good so easy !  .,1,1,0,0,0,2,0,1,2,2,0.0,0.0,0.0,0.222222,0.0,0.111111,0.222222,0.222222
333,0,a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,0,1,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.166667
334,0,i wore this product today for a few hours today .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0,it 's as flat as an open can of pop left sitting in the sun .,0,1,0,0,0,1,0,2,1,1,0.0,0.0,0.0,0.142857,0.0,0.285714,0.142857,0.142857
336,0,"this warm and gentle romantic comedy has enough interesting characters to fill several movies ,",1,2,0,0,0,1,0,0,2,1,0.0,0.0,0.0,0.166667,0.0,0.0,0.333333,0.166667
336,1,and its ample charms should win over the most hard-hearted cynics .,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,0,it did what it was supposed to do .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,0,resourceful and ingenious entertainment .,1,1,0,0,0,1,0,1,1,1,0.0,0.0,0.0,0.166667,0.0,0.166667,0.166667,0.166667
339,0,i then emptied th coffee grinder,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,1,"and looked for an obstruction ,  none .",0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,0,edited,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,1,"and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,2,1,0,2,2,1,2,1,2,0.0625,0.0,0.125,0.125,0.0625,0.125,0.0625,0.125
341,0,take the whole thing out in the sink .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,0,this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,1,1,0,0,0,1,0,0,1,2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4
343,0,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip .",1,1,1,0,0,3,2,0,1,2,0.083333,0.0,0.0,0.25,0.166667,0.0,0.083333,0.166667
344,0,the balm is crap more like a vaseline stick .,0,1,0,1,0,1,0,0,0,1,0.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.166667
345,0,my wife despises window fans usually,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,1,and she loves this thing too .,1,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
346,0,the movie quickly drags on becoming boring and predictable .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,0,"it 's drained of life in an attempt to be sober and educational , and",0,2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333
347,1,yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff .,0,2,1,1,0,0,1,0,0,0,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0
348,0,"also ,  the knife is easy to maneuver despite its length .",1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,0,"an enjoyable film for the family , amusing and cute for both adults and kids .",1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0
350,0,this knife sharpener more than met our expectations .,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
351,0,"it 's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn .",1,1,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2
352,0,and it s a bread knife and nothing all that special .,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
353,0,place it in the freezer,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,1,and close the door .,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,0,i threw it out because i can t take alcohol .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,0,if you need a pot with this capacity num_extend qts  buy this one .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,0,"too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette .",0,1,0,0,0,2,0,0,1,1,0.0,0.0,0.0,0.285714,0.0,0.0,0.142857,0.142857
357,0,it makes a farce out of a good num_num num_extend,0,1,0,0,0,1,0,1,1,1,0.0,0.0,0.0,0.166667,0.0,0.166667,0.166667,0.166667
358,0,not a movie,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,1,"but a live-action agitprop cartoon so shameless and coarse , it 's almost funny .",0,2,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
359,0,dash mounts are either bulky and in the way or not strong enough .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,0,i have had two of these cans outside for over a year .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0,"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
362,0,"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .",1,1,2,2,1,2,1,0,2,1,0.117647,0.117647,0.058824,0.117647,0.058824,0.0,0.117647,0.058824
363,0,moderately involving despite bargain-basement photography and hackneyed romance .,0,1,0,0,1,1,1,1,1,1,0.0,0.0,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857
364,0,i expected an improvement in signal strength from my tiny usb direct plugin type .,0,1,0,0,0,1,0,0,2,1,0.0,0.0,0.0,0.166667,0.0,0.0,0.333333,0.166667
365,0,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .",0,1,1,1,1,0,0,0,0,0,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0
366,0,the sum of all fears is almost impossible to follow --,0,2,1,0,1,0,1,0,0,0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0
366,1,and there 's something cringe-inducing about seeing an american football stadium nuked as pop entertainment .,0,2,0,0,0,2,0,2,1,2,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.2
367,0,"after four days of that ,  i gave up",0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,1,and chucked it .,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,0,the visuals alone make metropolis worth seeing .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,0,"a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .",1,1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
370,0,"helmer devito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv and revenge .",0,1,2,1,2,0,1,2,0,2,0.153846,0.076923,0.153846,0.0,0.076923,0.153846,0.0,0.153846
371,0,it is not difficult to clean or assemble .,1,1,0,0,1,1,0,0,1,0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0
372,0,i say this as a guy with fairly thin wrists too .,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
373,0,and still the focus was extremely soft or just plain terrible .,0,1,1,1,1,0,1,0,0,0,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.0,0.0
374,0,most operations there is a noticable delay lag of num_extend to num_num seconds .,0,1,1,1,2,0,1,0,1,0,0.125,0.125,0.25,0.0,0.125,0.0,0.125,0.0
375,0,"we can see the wheels turning ,",1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,1,"and we might resent it sometimes ,",1,3,1,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,2,"but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer .",1,3,0,0,0,3,0,2,3,3,0.0,0.0,0.0,0.214286,0.0,0.142857,0.214286,0.214286
376,0,... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,1,1,1,0,1,2,1,1,1,2,0.066667,0.0,0.066667,0.133333,0.066667,0.066667,0.066667,0.133333
377,0,i was surprised as the box seemed to be in good shape .,0,1,0,0,0,1,0,2,1,1,0.0,0.0,0.0,0.142857,0.0,0.285714,0.142857,0.142857
378,0,that does not hold true for this product .,0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0
379,0,i had it professionally installed at a local bike shop .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,0,should have a wider design for different foods .,1,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0
381,0,"my goodness , queen latifah has a lot to offer",1,2,0,0,0,1,0,1,1,1,0.0,0.0,0.0,0.166667,0.0,0.166667,0.166667,0.166667
381,1,and she seemed to have no problem flaunting her natural gifts .,1,2,0,0,1,1,1,1,0,1,0.0,0.0,0.142857,0.142857,0.142857,0.142857,0.0,0.142857
382,0,it is worse then no lube because it gets soooo sticky .,0,1,0,1,1,0,1,0,0,0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0
383,0,"an impossible romance ,",1,2,0,0,1,1,2,1,1,1,0.0,0.0,0.111111,0.111111,0.222222,0.111111,0.111111,0.111111
383,1,but we root for the patronized iranian lad .,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,0,"oh ,  and the battery life is pretty decent .",1,1,1,0,0,1,0,0,1,1,0.142857,0.0,0.0,0.142857,0.0,0.0,0.142857,0.142857
385,0,gosling provides an amazing performance that dwarfs everything else in the film .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,0,"while not as aggressively impressive as its american counterpart , `` in the bedroom , '' moretti 's film makes its own , quieter observations",1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,0,"i did n't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood .",0,1,1,1,1,3,0,1,3,2,0.055556,0.055556,0.055556,0.166667,0.0,0.055556,0.166667,0.111111
388,0,"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .",1,1,0,0,0,1,0,0,3,3,0.0,0.0,0.0,0.083333,0.0,0.0,0.25,0.25
389,0,i ve not been terribly impressed with this box .,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
390,0,"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
391,0,i did not buy from a num_extend party seller .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,0,but it didn t do anything for my face .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,0,"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean ,",0,2,1,0,1,1,1,1,1,0,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.0
393,1,but it is nearly impossible to care about what happens on them .,0,2,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
394,0,try explaining to a two year old why her tattoo keeps  breaking  .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,0,"it is also , at times , curiously moving .",1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
396,0,i also love it because the jar is plastic .,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
397,0,a painfully leaden film destined for pre-dawn cable television slots .,0,1,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25
398,0,"we both use the blackberry num_num curve ,  which each use bluetooth version num_extend",1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,0,"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully",1,2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
399,1,and allows the larger implications of the journey to sink in unobtrusively .,1,2,0,1,1,1,0,1,1,1,0.0,0.142857,0.142857,0.142857,0.0,0.142857,0.142857,0.142857
400,0,i bought this toy for my boys a few years back .,0,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
401,0,i was bored after the first num_num minutes .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,0,"spyro games always used to be fun ,",0,2,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333
402,1,but that tradition ends here .,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,0,this case is cute,0,2,0,0,1,0,1,0,0,0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0
403,1,however the is the only good thing about it .,0,2,0,0,0,1,0,1,1,1,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
404,0,u.s. audiences may find -lrb- attal and gainsbourg 's -rrb- unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .,1,1,0,0,0,2,0,0,2,2,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25
405,0,it is close to the old one i had for years .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,0,i would not buy this again in the future .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,0,"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff ,",0,2,0,0,0,3,0,2,1,3,0.0,0.0,0.0,0.25,0.0,0.166667,0.083333,0.25
407,1,and left behind the crap -lrb- literally -rrb- .,0,2,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
408,0,"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .",0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
409,0,what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these bastions of individuality in an ikea world .,1,1,1,0,0,0,1,0,0,0,0.142857,0.0,0.0,0.0,0.142857,0.0,0.0,0.0
410,0,so i purchased another knife sharpener for this our num_num yankee swap .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0,you 'll have more fun setting fire to yourself in the parking lot .,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
412,0,it has a num_num year warranty on defects too .,1,1,1,0,0,0,0,0,1,0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0
413,0,-lrb- u -rrb- nrelentingly stupid .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0,it is a poor performer when it comes to odor retention and clumping .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0,effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0
416,0,hope this lasts longer than my last grinder so can buy as a gift .,1,1,0,0,0,2,0,2,1,2,0.0,0.0,0.0,0.222222,0.0,0.222222,0.111111,0.222222
417,0,the kids often appear to be reading the lines and are incapable of conveying any emotion .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,0,"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",0,1,0,0,2,0,1,0,0,1,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.125
419,0,once it dies i will purchase a better unit .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,0,"the film would work much better as a video installation in a museum , where viewers would be free to leave .",0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0
421,0,"exquisitely acted and masterfully if preciously interwoven ... -lrb- the film -rrb- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .",1,1,1,0,0,0,0,0,2,0,0.166667,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
422,0,i must find a way to return them .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,0,one corner is slightly taller than the other,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,1,but its hardly noticeable .,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,1,0,0,1,0,1,0,2,3,0.0,0.0,0.090909,0.0,0.090909,0.0,0.181818,0.272727
425,0,"a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",0,1,0,2,0,0,1,0,1,0,0.0,0.285714,0.0,0.0,0.142857,0.0,0.142857,0.0
426,0,a moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,1,1,1,0,0,0,1,0,1,0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0
427,0,this pan is a bit heavier and truly nonstick .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,0,wait for video --,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
428,1,and then do n't rent it .,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",1,1,1,1,1,2,1,1,2,1,0.071429,0.071429,0.071429,0.142857,0.071429,0.071429,0.142857,0.071429
430,0,"in my experience ,  they are a constant source of problems .",0,1,0,0,1,0,1,0,1,0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0
431,0,the complication is the heft of the phone .,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
432,0,i practically felt like i threw away my money on this one .,0,1,1,0,0,1,0,1,1,1,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.166667,0.166667
433,0,"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
434,0,also the headphones do not feel comfortable on your head .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,0,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,1,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2
436,0,a process that takes a couple of minutes .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,0,"finally , a genre movie that delivers -- in a couple of genres , no less .",1,1,0,1,0,1,0,1,1,1,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.166667,0.166667
438,0,"so clich??d that , at one point , they literally upset an apple cart .",0,1,1,0,0,0,1,0,0,0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.0
439,0,you 'll be more entertained getting hit by a bus .,0,1,1,0,0,1,0,0,0,0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
440,0,"you have to pay attention to follow all the stories ,",1,2,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2
440,1,but they 're each interesting .,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,0,"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",0,1,0,1,0,2,1,1,0,0,0.0,0.111111,0.0,0.222222,0.111111,0.111111,0.0,0.0
442,0,the use of cgi and digital ink-and-paint make the thing look really slick .,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,0,there was nothing at all to indicate that belkin manufactured this item .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,0,i bought this product for feeding my num_num persian cats,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,1,while on vacation .,0,2,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333
445,0,apparently there are thirteen more words required to successfully submit this review .,1,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333
446,0,abandons all pretense of creating historical context,0,2,0,0,1,0,1,0,0,0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0
446,1,and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0,has the feel of an unedited personal journal .,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
448,0,"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,0,a waste of good performances .,0,1,0,1,0,1,0,1,1,1,0.0,0.142857,0.0,0.142857,0.0,0.142857,0.142857,0.142857
450,0,"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",1,1,1,0,0,2,0,3,2,3,0.0625,0.0,0.0,0.125,0.0,0.1875,0.125,0.1875
451,0,"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do .",0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
452,0,skip work to see it at the first opportunity .,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333
453,0,"if it 's possible for a sequel to outshine the original , then sl2 does just that .",1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
454,0,big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,0,1,0,2,0,0,2,0,0,0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0
455,0,"we often cook sausages ,  hot dogs and hamburgers in it as well .",1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,0,an unbelievably fun film just a leading man away from perfection .,1,1,0,0,0,2,0,1,2,2,0.0,0.0,0.0,0.222222,0.0,0.111111,0.222222,0.222222
457,0,gave it to someone named happy on her birthday .,0,1,0,0,0,2,0,1,1,2,0.0,0.0,0.0,0.25,0.0,0.125,0.125,0.25
458,0,i have owned it for two years and it is a work horse .,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
459,0,i ve had this thermometer for about num_num years .,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
460,0,i can carry it in my pocket,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,1,and use it when i need to .,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,0,when i contacted the company the response was that they shipped it .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,0,"the weight of water uses water as a metaphor for subconscious desire ,",0,2,0,1,1,1,1,1,1,1,0.0,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111
462,1,but this leaky script barely stays afloat .,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,0,"perhaps it won t rust ,",0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1,but upclose it looks a little cheesey .,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,0,"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0
465,0,"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",1,1,1,1,1,1,1,1,1,3,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.230769
466,0,he has not learnt that storytelling is what the movies are about .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,0,a mixed bag of a comedy that ca n't really be described as out of this world .,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,0,"these are supposedly cotton ,",0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,1,but they don t feel like it .,0,2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
469,0,begins as a promising meditation on one of america 's most durable obsessions,0,2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0
