TEXT,LABEL,Category
a modest and messy metaphysical thriller offering more questions than answers .,0,negative
i don t think the saying  you get what you pay  .,0,central
a blessed gift to film geeks and historians .,1,central
i had to buy one out on the road .,0,central
they were awesome and they work great i like them a lot thank you .,1,positive
impresses you with its open-endedness and surprises .,1,central
my husband said it was obvious so i had to return it .,0,central
obviously we all have our own preferences for taste .,0,mixed
the item was what i was looking for and arrived exactly as described .,1,positive
it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,central
i shall be ordering a second one in the not too distant future .,1,central
"the film takes too long getting to the good stuff , then takes too long figuring out what to do next .",0,negative
this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,1,positive
"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,negative
the aluminum ones get stained and ugly after a few uses .,1,mixed
it creates heaping folds of foam andturns your coffee into a breve latte .,1,central
it s more powerful so i expect it to be a little louder .,1,positive
an original gem about an obsession with time .,1,positive
"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .",0,negative
an incredibly clever and superbly paced caper filled with scams within scams within scams .,1,positive
"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,positive
worked best on older new england house with narrow staircase .,0,mixed
the sound range and loudness is pretty impressive for the price and size .,1,positive
all came well sharpened and ready to go .,1,positive
wish it had a crank or something to make it easier .,1,central
i wore my first one out by pouring hot gravies in it .,1,positive
extremely confusing .,0,negative
as the clock clicked by num_extend i still felt sluggish .,0,central
"all of them are utter garbage ,  not even decent polyester .",0,central
"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1,positive
"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc. .",0,negative
things i notice so far : + bluetooth num_extend streaming is solid .,1,central
good thing filters for num_num gallon tanks are cheap .,0,mixed
it s not as bulky feel as the other cases available .,1,positive
"it works with all types ,  but works best with roma tomatoes .",1,positive
"this is a fantastic idea ,  however it has some flaws .",0,mixed
"say this for the soundtrack , it drowns out the lousy dialogue .",0,negative
the only thing is it stretches easily so be careful with that .,1,central
"very easy to put on ,  no bubbles whatsoever .",1,positive
"this may not have the dramatic gut-wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there .",1,central
"get it ,  it s worth the price for sure .",1,positive
the cookbook that comes with it is adequate .,1,positive
offers that rare combination of entertainment and education .,1,positive
"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants ' so to be one of us may be the most tuneless tune ever composed .",0,central
a psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .,1,positive
"it is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness .",1,positive
have been using it daily since it arrived .,1,central
i paid $ for this when i bought a few other pieces .,1,positive
"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",0,central
"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",1,positive
even legends like alfred hitchcock and john huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's ultimately rather inconsequential .,0,negative
"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0,negative
im thinking num_num gem stones in at least a num_num inch wheel .,0,negative
shame on what otherwise has been a reliable company with several other respectful products .,0,negative
could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,0,negative
absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,0,central
i ve not had this happen with my wusthofs .,0,central
"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,central
we re too stupid to put together normal sounding sentences .,0,negative
"i have several of these ,  well worth it .",1,positive
"a sad , superior human comedy played out on the back roads of life .",1,central
"the cables seem rather basic and work well ,  except one problem .",0,central
the story and characters are nowhere near gripping enough .,0,negative
i use this thing to core out the inside of a potato .,1,central
a gas cooktop would be worse and a smooth cooktop probably much better .,1,positive
open carefully and handle the zippers with care .,1,central
"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie .",1,positive
propelled not by characters but by caricatures .,0,central
warmed-over tarantino by way of wannabe elmore leonard .,0,central
never -lrb- sinks -rrb- into exploitation .,1,central
"despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1,positive
"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years .",0,central
she handed it back to me and picked up her ginsu knife .,0,central
this just doesn t have enough power to massage my shoulders and neck .,0,central
"they pee in it about once a week ,  if that .",0,central
"this film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",0,negative
this is n't a `` friday '' worth waiting for .,0,mixed
"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout .",0,central
also these attachment pieces are very easy to clean .,1,positive
"not so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies .",0,mixed
i simply treated it how i would assume a curling iron works .,0,central
"lanie 's professional success means she must be a failure at life , because she 's driven by ambition and does n't know how to have fun .",0,central
"an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,central
"the furious coherence that -lrb- deniro -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0,central
i will never again purchase another game where this is a requirement .,0,negative
a masterpiece four years in the making .,1,central
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,positive
some reviewers complained of grounds in the coffee .,1,mixed
i love cheetos and any artificially or naturally enhanced cheese snack .,0,mixed
we use these alot and they work great .,1,positive
there 's a vastness implied in metropolis that is just breathtaking .,1,positive
what might have been a predictably heartwarming tale is suffused with complexity .,1,mixed
i would definitely recommend this for a cute case .,1,positive
"good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",0,central
we have used ours at least a couple of hundred times .,1,mixed
b. -rrb- that sure is pathetic !,0,negative
love it !  really handy to set by the stove .,1,positive
the good pieces that i manages to salvage the birds refuse to touch .,0,mixed
"a deceivingly simple film , one that grows in power in retrospect .",1,central
but these knives are well worth their price .,1,positive
"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",0,central
"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",1,central
the production values are up there .,1,central
"i hated the color that was sent to me ,  pale chalky beige .",0,negative
"whatever the case ,  i couldn t be more unhappy with this purchase .",0,central
an intelligent fiction about learning through cultural clash .,1,positive
easy to apply and it works very well .,1,positive
engagingly captures the maddening and magnetic ebb and flow of friendship .,1,positive
"this is what s affordable right now ,  so it has to do .",1,positive
ranks among willams ' best screen work .,1,positive
blade release buttons are simple to use which makes cleaning easy .,1,positive
i contacted the seller and was given a refund .,0,central
also the  free will  option is an absolute joke .,0,mixed
"while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire .",1,positive
unless you have very small or very large hands it is comfortable to use .,1,positive
"instead of kicking off the intrigue and suspense and mystery of the whole thing , hart 's war , like the st. louis rams in the super bowl , waits until after halftime to get started .",0,mixed
the sequel has turned completely and irrevocably bizarre to the point of utter nonsense .,0,negative
for caine lovers only .,0,central
these small cookie scoops made perfectly uniform two inch cookies .,1,positive
i m selling mine to make room for something else .,0,central
"for the price tag ,  its nothing to rave about .",0,central
i d rather be a little less healthy and a little more happy .,0,mixed
boring we did n't .,0,negative
coming from an asian background it s not something we normally cook with .,1,central
i m sure it depends on your age and body type .,0,mixed
there are num_num blue lights to indicate the level of the unit s charge .,1,central
i followed the guidance and am grateful for it .,1,central
davis has filled out his cast with appealing fresh faces .,1,positive
did nt have time to return it before christmas so bought another necklass .,0,central
i was torn between ordering the wagner steam cleaner and this mcculloch steam cleaner .,1,central
i only wish the vacuum head was a little larger .,1,central
a sports movie with action that 's exciting on the field and a story you care about off it .,1,positive
a very average science fiction film .,0,negative
"a gentle , compassionate drama about grief and healing .",1,mixed
i ve tried the pulls with prongs that go along side the cork .,1,central
if you are stir frying your ingredients  i . e .,0,central
i tried hiding them in her food and in her treats .,0,central
"the film is all a little lit crit 101 , but it 's extremely well played and often very funny .",1,central
"not everything works , but the average is higher than in mary and most other recent comedies .",1,central
this little butter bell is a fantastic buy .,1,positive
i m just looking forward to the day i get to replace it .,0,central
enfamil infant is characterized by choline and dha .,0,central
i don t want the bulk of an otterbox defender .,1,central
its characters are thinner than cardboard -- or even comic-book paper .,0,central
"even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie .",0,negative
i was not at all pleased with the performance of this chopper .,0,mixed
"i m a male ,  a bachelor who lives alone .",1,central
"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",1,positive
that s not what it felt like with the original gel adhesive .,0,mixed
we use a bread machine to prepare the dough and provide the first rise .,1,positive
"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .",0,central
you ve probably seen them use it on iron chef .,1,central
"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by .",1,central
"behind the snow games and lovable siberian huskies -lrb- plus one sheep dog -rrb- , the picture hosts a parka-wrapped dose of heart .",1,central
not that we should of had to do that .,0,central
hello;i purchased this item from a major retailer about num_num years ago .,0,central
"egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious .",0,central
anker is a fine product though i d never heard of it .,1,positive
"almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",1,positive
i m convinced vacuum sealing works just as advertised .,1,central
much better than block and tackle type hooks to store overhead .,1,positive
a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,1,positive
i purchased these batteries based on the reviews of others .,1,central
so shipping takes a while but it is definitely worth the price .,1,positive
"for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way .",1,mixed
i will update my review after num_num months .,1,central
you can go to any chain store and do better .,0,mixed
this machine is no match for the new consoles .,0,negative
i recommand smaller size for everyday use . but i like this pan .,1,central
my mouth feels very dry and i am thirsty after drinking this .,0,central
if high crimes were any more generic it would have a universal product code instead of a title .,0,negative
"the principals in this cast are all fine , but bishop and stevenson are standouts .",1,positive
"a turgid little history lesson , humourless and dull .",0,negative
"once the lid closes ,  the smell goes away .",1,central
"do not buy this product ! the photos are horribly ,  horribly misleading .",0,negative
the drama is played out with such aching beauty and truth that it brings tears to your eyes .,1,central
it didn t work for me hopefully other people will have better luck .,0,negative
two reviewers determined there are drivers to be downloaded but i was unsuccessful .,0,central
makes an aborbing if arguable case for the man 's greatness .,1,central
"no , it 's not nearly as good as any of its influences .",0,negative
"got all excited ,  but this taste nohthing like honey at all .",0,mixed
i think this case is a very nice phone case .,1,positive
"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi .",0,mixed
"so after two months of use ,  working in it .",0,central
it would n't be my preferred way of spending 100 minutes or $ 7.00 .,0,central
it charges my phone very quickly and to full % battery .,1,positive
brilliant ! ',1,positive
this is a worthless item that makes no sense at all .,0,negative
"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,central
this particular variety is rather lacking in the flavor department .,0,negative
a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .,1,positive
mind you the oem xoom charger is not like that at all .,0,central
the la prima ran about half a shot then choked the machine .,1,positive
then i thought something was wrong with my car .,1,mixed
now i just need to buy a catch can for the bottle tops .,1,central
it took 19 predecessors to get this ?,0,central
a definite num_extend for how they handled this .,0,central
stephen earnhart 's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,positive
a romantic comedy that operates by the rules of its own self-contained universe .,1,positive
me too is a nice brand and make very comfortable shoes .,0,mixed
not so much a movie as a picture book for the big screen .,0,central
i would recommend this case to my friends .,1,central
i ordered two of them and both arrived within a week .,0,central
so far has lasted for a long time and does not wear off .,1,central
i dropped phone once and the case held up perfectly .,1,positive
durable and seems similar quality to apple products .,1,central
"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s .",1,positive
"all in all ,  though ,  happy with the product .",1,positive
"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins .",0,central
wrapped around me easily to tuck in for getting ready at the gym .,1,positive
"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",0,central
proves that a movie about goodness is not the same thing as a good movie .,0,mixed
another num_num calories from the other num_num grams of carbohydrates .,0,negative
a film so tedious that it is impossible to care whether that boast is true or not .,0,negative
i have to lower the rating another notch .,0,central
"all ends well , sort of , but the frenzied comic moments never click .",0,mixed
"shadyac shoots his film like an m. night shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension .",0,negative
i ve had many lighters and this one might be the best .,0,mixed
even die-hard fans of japanese animation ... will find this one a challenge .,0,central
"more honest about alzheimer 's disease , i think , than iris .",1,positive
researched before i bought it and had actually chosen another one .,1,central
what happened with pluto nash ?,0,central
put homemade pizza sauce on top then add pepperoni and fresh mushrooms .,1,positive
"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",1,positive
"flashy , pretentious and as impenetrable as morvern 's thick , working-class scottish accent .",0,negative
it s this second part that really grosses me out .,0,central
i just received a replacement bb curve from verizon .,1,central
i woke up with basically an oil slick on my face .,0,negative
marineland does a very good job with their led aquarium systems .,0,mixed
i ve used it once and i won t be using it again .,0,central
now i have a game that i don t ever want to play .,0,negative
"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .",1,central
"a little at first ,  more with each successive try .",0,negative
i used this set with a toaster oven and with a coleman camping oven .,1,central
"a compelling , moving film that respects its audience and its source material .",1,positive
"it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,positive
after a num_extend try i received the same product .,0,central
i didn t have enough of them to return .,0,central
remember when bond had more glamour than clamor ?,0,mixed
i can t send it back again because i don t have it .,0,central
... surprisingly inert for a movie in which the main character travels back and forth between epochs .,0,mixed
"might work for others ,  didn t work for me .",0,central
"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",0,negative
it s very simple and takes up very little space on the pot rack .,1,positive
the concept was great and it worked very well when it worked .,0,mixed
"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli .",1,positive
"for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer .",0,central
the transmit strength on this compact num_extend is pretty strong .,0,mixed
"as i get hit ,  my health endurance goes down .",0,negative
most products are for dandruff caused by dry scalp .,0,mixed
went looking for them and you had them .,1,central
farrell ... thankfully manages to outshine the role and successfully plays the foil to willis 's world-weary colonel .,1,positive
i had it a long time now and i still love it .,1,positive
i followed the instructions and threw away the first num_num batches of coffee .,1,positive
i can not send it back due to shipping requirements .,0,central
"a teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",1,positive
excellent acting and direction .,1,positive
"still , i 'm not quite sure what the point is ...",0,mixed
"i just flipped the pan over ,  and there they were .",1,central
"sadly , hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks .",0,negative
a harmless and mildly amusing family comedy .,1,positive
"even after several days ,  they are air tight in a wine bottle .",1,central
"theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ?",0,central
absolutely horrid; cheaper @ costco if you must .,0,mixed
purchased this to charge my new android tablet in the car on trips .,1,positive
i tried supergluing the magnets back on to no avail .,0,central
"you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .",0,mixed
and it ll keep rice perfect and hot for up to num_num hours .,1,positive
"elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",1,central
-lrb- howard -rrb- so good as leon barlow ... that he hardly seems to be acting .,1,positive
this is the worst game i have come across in a long time .,0,negative
the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .,1,positive
i finally made he purchase and am glad i did .,1,positive
"when it 's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .",0,negative
i spent $ for the num_extend and overall it was not worth the cost .,0,central
bullock 's complete lack of focus and ability quickly derails the film,0,mixed
like they glued it together and shipped it out it seemed .,0,central
insert the micro usb to your phone and enjoy your widescreen display .,0,mixed
i dumped all num_num screen protectors in the trash bin .,0,central
we juiced our garden lettuce and greens with ease .,1,central
this case looks nice but that s about it .,0,mixed
the handle is comfortable and holds the pitchers securely in your hands .,1,positive
well worth the time .,1,positive
"it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit .",1,positive
"yes ,  it is plastic ,  but not cheap plastic .",1,mixed
"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .",1,positive
puts together very easily and does what it s said it would .,1,positive
this idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture .,0,mixed
the original unreal tournament is the very definition of fun .,0,mixed
the invincible werner herzog is alive and well and living in la,1,central
"it might work for all purpose flour ,  which has less gluten .",0,negative
soe decided to push it to live a whole num_num weeks sooner than that .,0,negative
"as an actor , the rock is aptly named .",0,mixed
"earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .",0,central
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .,1,central
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,central
bought this for use to hold my droid incredible .,0,mixed
"this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions .",0,central
"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",1,central
company will exchange though but it wastes your time doing this .,0,negative
"moore 's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that 's still very much playing itself out .",1,central
"the first time through ,  things really slowed down around level num_extend",0,central
you place all the ingredients into the bread maker .,1,central
we plugged in an extra headset laying around the house .,0,central
it really is like they didn t take anything at all .,0,mixed
here 's a self-congratulatory 3d imax rah-rah .,0,central
i had to get some from the phone store .,0,central
i of course treated it with a wood sealant to last through the winter .,1,central
"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .",0,negative
the description on the website did not state that the straps were elastic .,0,central
the movie has lots of dancing and fabulous music .,1,positive
the box is very shallow and not easily covered securely .,0,central
what a change in my life this will make .,1,central
i love my lodge omelet pan and use it almost every morning .,1,positive
neither funny nor suspenseful nor particularly well-drawn .,0,negative
all the well-meaningness in the world ca n't erase the fact that the believer feels like a 12-step program for the jewish nazi .,0,central
the grill surface is easier to clean than our other grills .,1,positive
i also like the adjustable heat option for the warming plate .,1,central
it reminds me more of silly putty than of a concealer .,0,central
please reply with the filter part number and your location .,0,central
the graphics are most definitely improved over the previous version .,0,negative
"theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical .",1,central
this is one of polanski 's best films .,1,positive
the only thing in pauline and paulette that you have n't seen before is a scene featuring a football field-sized oriental rug crafted out of millions of vibrant flowers .,0,central
if you have soft facial fair then by all means use these razors .,0,mixed
son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,0,mixed
too small and not the quality i expected .,0,negative
i never thought about making cheese until ree drummond made some on her show .,1,central
"call me a wimp , but i cried , not once , but three times in this animated sweet film .",1,positive
"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",1,central
"i have many oxo products ,  and i ve always been pleased .",1,positive
sharp cutting edges make your pies look as good as they taste .,1,central
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .",0,central
there 's something fundamental missing from this story : something or someone to care about .,0,negative
i had a less powerful one for num_num years before it finally gave out .,1,central
"romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",1,central
"however ,  definitely does not work like a new battery .",0,central
it s also a good size for a family of num_extend,1,positive
"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",1,positive
perfect fit for replacement in my num_num year old blender that still works .,1,positive
it 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .,0,negative
doesn t really reduce the fat anymore than most cooking methods .,1,positive
formula 51 is so trite that even yu 's high-energy action stylings ca n't break through the stupor .,0,central
"very nice unit ,  easy to assemble and operate .",1,positive
"it 's hard not to be seduced by -lrb- witherspoon 's -rrb- charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max .",1,mixed
try it once and you won t think it s stupid .,0,negative
nolan bravely treads where few american films dare to delve -- into the world of ambivalence and ambiguity ...,1,positive
"as it abruptly crosscuts among the five friends , it fails to lend the characters ' individual stories enough dramatic resonance to make us care about them .",0,negative
in num_num thq came out with this wrestling game .,0,negative
arnold 's jump from little screen to big will leave frowns on more than a few faces .,0,central
short blades and longer handles give you the leverage you need for tough cutting .,1,mixed
this ring looked beautiful on out of the box .,0,mixed
i m starting to hate it because i don t need to upgrade .,1,mixed
i won t be buying from this vender ever again .,0,central
may be it will become soft with use and then it should be fine .,1,positive
"like its two predecessors , 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever .",0,mixed
"tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure .",1,positive
i mainly use my blentec now but haven t sold the vitamix yet .,1,positive
i estimate that four trips were made to empty and refill the water compartments .,1,central
does this ever happen to the cpu ?  rarely .,0,mixed
"longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days .",1,positive
mr. wedge and mr. saldanha handle the mix of verbal jokes and slapstick well .,1,central
"lasted for two games ,  during which i was the sole operator .",0,central
then i used the attachemnts on my furniture and the water was gray .,1,central
"they are cheerios ,  afterall ,  and we love the original kind .",0,mixed
"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media ... to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .",1,central
this pan i have had for one year .,1,central
"other reviews seemed more positive ,  but i just gave mine away .",0,mixed
the movie succumbs to being nothing more than a formulaic chase in the dark .,0,negative
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women .,0,mixed
it is hard to go to anything else now that i have used this .,1,mixed
"nicolas philibert observes life inside a one-room schoolhouse in northern france in his documentary to be and to have , easily one of the best films of the year .",1,positive
note that i got mine from an amazon store called  small appliance  .,0,negative
the bottom part is stretching after only a month of owning the case .,0,central
undercover brother does n't go far enough .,0,central
it 's just a silly black genre spoof .,0,negative
this item does not provide full coverage as the picture suggests .,0,mixed
"zhang yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it 's the only way to bring happiness to their loved ones .",1,positive
i would have given a five star if the packaging with some bubble wrap .,1,central
it not educational or exciting and it s annoying .,0,negative
"a spunky , original take on a theme that will resonate with singles of many ages .",1,positive
i read all the reviews and decided on this one .,1,central
"it 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor .",1,positive
now it 's just tired .,0,negative
"a boring , formulaic mix of serial killers and stalk 'n' slash .",0,negative
i ve owned this crock pot for several years .,1,central
and it is very possible that these are good cables .,0,mixed
the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense .,0,mixed
it works fine and the coffee is just as great !  .,1,positive
i would recommend to anyone who wants a pda .,1,positive
i did not purchase my set from this vendor .,0,central
but i like the phone to be up higher on the windshield . recommended .,1,positive
if you want loud get the cdn num_extend count down big digit timer .,1,central
what kids will discover is a new collectible .,1,positive
moore 's performance impresses almost as much as her work with haynes in 1995 's safe .,1,positive
the film is often filled with a sense of pure wonderment and excitement not often seen in today 's cinema du sarcasm,1,positive
"a miniscule little bleep on the film radar , but one that many more people should check out",1,positive
an idealistic love story that brings out the latent 15-year-old romantic in everyone .,1,positive
it adds size o an already pretty big system .,0,negative
careful when using steak knives however because they will scratch these plates .,1,central
"an intelligent , moving and invigorating film .",1,positive
the fact that the rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays .,1,positive
"sometimes , nothing satisfies like old-fashioned swashbuckling .",1,central
my cat just isn t at all interested in these springs .,0,mixed
"despite a blue-chip cast and a provocative title , writer-director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy .",0,central
but he loses his focus when he concentrates on any single person .,0,negative
"there 's not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm .",1,mixed
you get what you pay for i guess .,0,central
i figured this would be a great alternative to use during the six weeks .,0,mixed
you do have to hold a bowl when catching the meat you re grinding .,1,positive
"it 's not horrible , just horribly mediocre .",0,central
i ve only charged it once since i bought it .,1,central
i liked this and was happy with my purchase .,1,positive
i was hoping for a bit better than this from amazon .,0,mixed
can t imagine how it acts when you heat style your hair .,0,central
"as are its star , its attitude and its obliviousness .",0,central
time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,1,positive
mediocre results until hitting upon a great cookbook .,1,positive
it hasn t done anything for his thin coat though .,0,negative
no reason for anyone to invest their hard-earned bucks into a movie which obviously did n't invest much into itself either .,0,central
it took three years three vets and over twelve hundred dollars spent before success .,0,central
the otterbox defender series is by far the best available .,1,positive
you dont get so much sand with this .,0,mixed
"had anyone here done anything remotely intelligent , we all could have stopped watching long ago .",0,mixed
for my purpose this is the perfect item .,1,positive
the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,1,positive
"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,central
"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .",1,positive
this is art paying homage to art .,1,central
i put it together to surprise my husband .,0,central
the shipping charges are now lower and upfront on the order .,1,central
no comment on the strainer since i have not used it yet .,0,central
"great dutch oven ,  works well and fun to use on camping trips .",1,positive
i sprinkle a little flour on the rolls before stamping to prevent sticking .,1,positive
"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,positive
"the fight scenes are fun , but it grows tedious .",0,central
"but if it is indeed a duty of art to reflect life , than leigh has created a masterful piece of artistry right here .",1,positive
"crayola makes the best crayons ,  don t get me wrong .",0,mixed
carrots will leave a big orange smear on the surface .,1,central
"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing .",1,positive
"this is a film well worth seeing , talking and singing heads and all .",1,positive
this is honestly the only case i ve thrown away in the garbage .,0,mixed
these people would n't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance .,0,negative
the bar contains  agave nectar  which does not occur naturally .,0,central
we are ice cream lovers and fussy about the quality of ice cream .,1,central
i purchased this to replace a knife that was lost .,1,central
i have no doubt that it will hold up well through the years .,1,central
"the low-budget full frontal was one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and solaris is its big-budget brother .",0,mixed
"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building .",1,positive
borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .,0,negative
