row_id,TEXT,LABEL,Polarity_Score,irony_score
477,"one minute , you think you 're watching a serious actioner ; the next , it 's as though clips from the pink panther strikes again and\/or sailor moon have been spliced in .",0,-0.1444,0.147018075
478,i could not tell a difference at all .,1,0,0.18963933
479,so i just thought maybe it ll help keep my acne away .,0,0,0.739972293
480,a modest and messy metaphysical thriller offering more questions than answers .,0,0.1333,0.445193708
481,i don t think the saying  you get what you pay  .,0,0,0.193393707
482,a blessed gift to film geeks and historians .,1,0,0.916046441
483,i had to buy one out on the road .,0,0,0.108562589
484,they were awesome and they work great i like them a lot thank you .,1,0.9,0.294454753
485,impresses you with its open-endedness and surprises .,1,0,0.421944559
486,my husband said it was obvious so i had to return it .,0,0,0.319237888
487,obviously we all have our own preferences for taste .,0,0.3,0.368248522
488,the item was what i was looking for and arrived exactly as described .,1,0.25,0.102878928
489,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,0,0.719010115
490,i shall be ordering a second one in the not too distant future .,1,-0.0333,0.110603392
491,"the film takes too long getting to the good stuff , then takes too long figuring out what to do next .",0,0.15,0.254941225
492,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,1,0.2,0.791785419
493,"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,-0.3667,0.834636152
494,the aluminum ones get stained and ugly after a few uses .,1,-0.45,0.355371952
495,it creates heaping folds of foam andturns your coffee into a breve latte .,1,0,0.325016439
496,it s more powerful so i expect it to be a little louder .,1,0.2042,0.290232241
497,an original gem about an obsession with time .,1,0.375,0.466166019
498,"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .",0,-0.1333,0.383116007
499,an incredibly clever and superbly paced caper filled with scams within scams within scams .,1,0.5222,0.784086943
500,"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,0.225,0.575503349
501,worked best on older new england house with narrow staircase .,0,0.2758,0.734679461
502,the sound range and loudness is pretty impressive for the price and size .,1,0.55,0.49570781
503,all came well sharpened and ready to go .,1,0.2,0.084769726
504,wish it had a crank or something to make it easier .,1,0,0.230985105
505,i wore my first one out by pouring hot gravies in it .,1,0.25,0.33036679
506,extremely confusing .,0,-0.3,0.534018278
507,as the clock clicked by num_extend i still felt sluggish .,0,0,0.138707876
508,"all of them are utter garbage ,  not even decent polyester .",0,0.0833,0.47891432
509,"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1,0.6,0.297379136
510,"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc. .",0,-0.2,0.746189117
511,things i notice so far : + bluetooth num_extend streaming is solid .,1,0.05,0.47479409
512,good thing filters for num_num gallon tanks are cheap .,0,0.55,0.887182415
513,it s not as bulky feel as the other cases available .,1,0.1375,0.179992557
514,"it works with all types ,  but works best with roma tomatoes .",1,1,0.480443656
515,"this is a fantastic idea ,  however it has some flaws .",0,0.4,0.673654377
516,"say this for the soundtrack , it drowns out the lousy dialogue .",0,-0.5,0.442584932
517,the only thing is it stretches easily so be careful with that .,1,-0.05,0.054736912
518,"very easy to put on ,  no bubbles whatsoever .",1,0.5633,0.676945567
519,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there .",1,-0.0229,0.14996016
520,"get it ,  it s worth the price for sure .",1,0.4,0.347798288
521,the cookbook that comes with it is adequate .,1,0.3333,0.729218304
522,offers that rare combination of entertainment and education .,1,0.2,0.883595109
523,"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants ' so to be one of us may be the most tuneless tune ever composed .",0,-0.1,0.050799608
524,a psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .,1,0.1071,0.440789104
525,"it is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness .",1,0.2222,0.260632098
526,have been using it daily since it arrived .,1,0,0.325165093
527,i paid $ for this when i bought a few other pieces .,1,-0.1625,0.093279004
528,"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",0,-0.05,0.646359861
529,"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",1,0.3,0.525731087
530,even legends like alfred hitchcock and john huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's ultimately rather inconsequential .,0,-0.125,0.554442286
531,"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0,0.1762,0.154511988
532,im thinking num_num gem stones in at least a num_num inch wheel .,0,-0.3,0.087977767
533,shame on what otherwise has been a reliable company with several other respectful products .,0,0.125,0.797639072
534,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,0,0.1833,0.409873009
535,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,0,-0.0232,0.193869233
536,i ve not had this happen with my wusthofs .,0,0,0.113860548
537,"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,0,0.042210579
538,we re too stupid to put together normal sounding sentences .,0,-0.325,0.595079839
539,"i have several of these ,  well worth it .",1,0.15,0.087587357
540,"a sad , superior human comedy played out on the back roads of life .",1,0.05,0.597532272
541,"the cables seem rather basic and work well ,  except one problem .",0,0,0.96202755
542,the story and characters are nowhere near gripping enough .,0,0.2,0.117285967
543,i use this thing to core out the inside of a potato .,1,0,0.361518085
544,a gas cooktop would be worse and a smooth cooktop probably much better .,1,0.1667,0.096677005
545,open carefully and handle the zippers with care .,1,-0.05,0.08718127
546,"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie .",1,0.25,0.755557477
547,propelled not by characters but by caricatures .,0,0,0.50930953
548,warmed-over tarantino by way of wannabe elmore leonard .,0,0,0.661050141
549,never -lrb- sinks -rrb- into exploitation .,1,-0.1,0.108035386
550,"despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1,0.2333,0.098353863
551,"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years .",0,-0.0667,0.227186978
552,she handed it back to me and picked up her ginsu knife .,0,0,0.256608129
553,this just doesn t have enough power to massage my shoulders and neck .,0,0,0.057344019
554,"they pee in it about once a week ,  if that .",0,0,0.521787345
555,"this film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",0,0.1066,0.513034105
556,this is n't a `` friday '' worth waiting for .,0,0.3,0.111116767
557,"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout .",0,0.0333,0.373040557
558,also these attachment pieces are very easy to clean .,1,0.465,0.873726487
559,"not so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies .",0,0.3,0.276695371
560,i simply treated it how i would assume a curling iron works .,0,0,0.420729995
561,"lanie 's professional success means she must be a failure at life , because she 's driven by ambition and does n't know how to have fun .",0,0.0958,0.692099333
562,"an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,0.1,0.231240928
563,"the furious coherence that -lrb- deniro -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0,-0.0833,0.112149
564,i will never again purchase another game where this is a requirement .,0,-0.4,0.129724801
565,a masterpiece four years in the making .,1,0,0.187926114
566,what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,0.3,0.39753145
567,some reviewers complained of grounds in the coffee .,1,-0.3,0.666302562
568,i love cheetos and any artificially or naturally enhanced cheese snack .,0,0.3,0.518353105
569,we use these alot and they work great .,1,0.8,0.851255059
570,there 's a vastness implied in metropolis that is just breathtaking .,1,1,0.229149938
571,what might have been a predictably heartwarming tale is suffused with complexity .,1,-0.2,0.455933332
572,i would definitely recommend this for a cute case .,1,0.25,0.070603728
573,"good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",0,0.0935,0.805026114
574,we have used ours at least a couple of hundred times .,1,-0.3,0.382943153
575,b. -rrb- that sure is pathetic !,0,-0.25,0.382887125
576,love it !  really handy to set by the stove .,1,0.6125,0.642603993
577,the good pieces that i manages to salvage the birds refuse to touch .,0,0.7,0.292218447
578,"a deceivingly simple film , one that grows in power in retrospect .",1,0,0.305518568
579,but these knives are well worth their price .,1,0.3,0.449555159
580,"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",0,-0.05,0.328915358
581,"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",1,0,0.119752705
582,the production values are up there .,1,0,0.592194319
583,"i hated the color that was sent to me ,  pale chalky beige .",0,-0.555,0.233732462
584,"whatever the case ,  i couldn t be more unhappy with this purchase .",0,-0.05,0.129561782
585,an intelligent fiction about learning through cultural clash .,1,0.45,0.660678983
586,easy to apply and it works very well .,1,0.3167,0.804563642
587,engagingly captures the maddening and magnetic ebb and flow of friendship .,1,0.4,0.569564939
588,"this is what s affordable right now ,  so it has to do .",1,0.2857,0.680577338
589,ranks among willams ' best screen work .,1,1,0.36189115
590,blade release buttons are simple to use which makes cleaning easy .,1,0.2167,0.946597815
591,i contacted the seller and was given a refund .,0,0,0.318252623
592,also the  free will  option is an absolute joke .,0,0.3,0.60070014
593,"while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire .",1,0.1098,0.203365088
594,unless you have very small or very large hands it is comfortable to use .,1,0.1179,0.075341821
595,"instead of kicking off the intrigue and suspense and mystery of the whole thing , hart 's war , like the st. louis rams in the super bowl , waits until after halftime to get started .",0,0.2667,0.392139971
596,the sequel has turned completely and irrevocably bizarre to the point of utter nonsense .,0,0.1667,0.303844512
597,for caine lovers only .,0,0,0.482599437
598,these small cookie scoops made perfectly uniform two inch cookies .,1,0.375,0.78907901
599,i m selling mine to make room for something else .,0,0,0.123122871
600,"for the price tag ,  its nothing to rave about .",0,0,0.392894924
601,i d rather be a little less healthy and a little more happy .,0,0.2097,0.072982132
602,boring we did n't .,0,-1,0.108427644
603,coming from an asian background it s not something we normally cook with .,1,0.075,0.173278391
604,i m sure it depends on your age and body type .,0,0.5,0.1328457
605,there are num_num blue lights to indicate the level of the unit s charge .,1,0,0.38726896
606,i followed the guidance and am grateful for it .,1,0,0.152305543
607,davis has filled out his cast with appealing fresh faces .,1,0.4,0.672606349
608,did nt have time to return it before christmas so bought another necklass .,0,0,0.070265234
609,i was torn between ordering the wagner steam cleaner and this mcculloch steam cleaner .,1,0,0.092421532
610,i only wish the vacuum head was a little larger .,1,-0.049,0.218656063
611,a sports movie with action that 's exciting on the field and a story you care about off it .,1,0.2,0.313510001
612,a very average science fiction film .,0,-0.195,0.786672473
613,"a gentle , compassionate drama about grief and healing .",1,-0.3,0.1796
614,i ve tried the pulls with prongs that go along side the cork .,1,0,0.542542577
615,if you are stir frying your ingredients  i . e .,0,0,0.221403062
616,i tried hiding them in her food and in her treats .,0,0,0.334636688
617,"the film is all a little lit crit 101 , but it 's extremely well played and often very funny .",1,0.0042,0.186302364
618,"not everything works , but the average is higher than in mary and most other recent comedies .",1,0.095,0.230516195
619,this little butter bell is a fantastic buy .,1,0.1063,0.333450794
620,i m just looking forward to the day i get to replace it .,0,0,0.526572764
621,enfamil infant is characterized by choline and dha .,0,0,0.597791314
622,i don t want the bulk of an otterbox defender .,1,0,0.031047106
623,its characters are thinner than cardboard -- or even comic-book paper .,0,0,0.4110533
624,"even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie .",0,-0.2167,0.257088363
625,i was not at all pleased with the performance of this chopper .,0,0.5,0.12318927
626,"i m a male ,  a bachelor who lives alone .",1,0,0.732927561
627,"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",1,0.2833,0.201876104
628,that s not what it felt like with the original gel adhesive .,0,0.375,0.223536074
629,we use a bread machine to prepare the dough and provide the first rise .,1,0.25,0.423372865
630,"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .",0,-0.1,0.077893436
631,you ve probably seen them use it on iron chef .,1,0,0.605496526
632,"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by .",1,0,0.885736287
633,"behind the snow games and lovable siberian huskies -lrb- plus one sheep dog -rrb- , the picture hosts a parka-wrapped dose of heart .",1,0.05,0.235162079
634,not that we should of had to do that .,0,0,0.21345824
635,hello;i purchased this item from a major retailer about num_num years ago .,0,0.0625,0.104121089
636,"egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious .",0,-0.0975,0.117497981
637,anker is a fine product though i d never heard of it .,1,0.4167,0.239580393
638,"almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",1,1,0.062681377
639,i m convinced vacuum sealing works just as advertised .,1,-0.0083,0.969395638
640,much better than block and tackle type hooks to store overhead .,1,0.5,0.328488052
641,a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,1,0.1562,0.398306787
642,i purchased these batteries based on the reviews of others .,1,0,0.380024493
643,so shipping takes a while but it is definitely worth the price .,1,0.3,0.174783349
644,"for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way .",1,-0.5,0.258261919
645,i will update my review after num_num months .,1,0,0.099309862
646,you can go to any chain store and do better .,0,0.5,0.425838649
647,this machine is no match for the new consoles .,0,0.1364,0.246640921
648,i recommand smaller size for everyday use . but i like this pan .,1,-0.1,0.057757378
649,my mouth feels very dry and i am thirsty after drinking this .,0,-0.0867,0.112446427
650,if high crimes were any more generic it would have a universal product code instead of a title .,0,0.165,0.657608867
651,"the principals in this cast are all fine , but bishop and stevenson are standouts .",1,0.4167,0.30176872
652,"a turgid little history lesson , humourless and dull .",0,-0.2396,0.62827158
653,"once the lid closes ,  the smell goes away .",1,0,0.682442665
654,"do not buy this product ! the photos are horribly ,  horribly misleading .",0,-1,0.150612235
655,the drama is played out with such aching beauty and truth that it brings tears to your eyes .,1,0,0.472144604
656,it didn t work for me hopefully other people will have better luck .,0,0.1875,0.19154948
657,two reviewers determined there are drivers to be downloaded but i was unsuccessful .,0,0,0.374727547
658,makes an aborbing if arguable case for the man 's greatness .,1,0,0.310626626
659,"no , it 's not nearly as good as any of its influences .",0,-0.35,0.05301255
660,"got all excited ,  but this taste nohthing like honey at all .",0,0.375,0.689307094
661,i think this case is a very nice phone case .,1,0.78,0.314589679
662,"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi .",0,0.6,0.683282316
663,"so after two months of use ,  working in it .",0,0,0.679346561
664,it would n't be my preferred way of spending 100 minutes or $ 7.00 .,0,0,0.042041063
665,it charges my phone very quickly and to full % battery .,1,0.3917,0.643814862
666,brilliant ! ',1,1,0.885909498
667,this is a worthless item that makes no sense at all .,0,-0.8,0.170150936
668,"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,0,0.774036765
669,this particular variety is rather lacking in the flavor department .,0,0.1667,0.080926418
670,a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .,1,-0.1,0.778798938
671,mind you the oem xoom charger is not like that at all .,0,0,0.206250072
672,the la prima ran about half a shot then choked the machine .,1,-0.1667,0.331249058
673,then i thought something was wrong with my car .,1,-0.5,0.408261955
674,now i just need to buy a catch can for the bottle tops .,1,0,0.107090592
675,it took 19 predecessors to get this ?,0,0,0.546480954
676,a definite num_extend for how they handled this .,0,0,0.201352835
677,stephen earnhart 's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,0.25,0.854566693
678,a romantic comedy that operates by the rules of its own self-contained universe .,1,0.3,0.852859974
679,me too is a nice brand and make very comfortable shoes .,0,0.56,0.807338595
680,not so much a movie as a picture book for the big screen .,0,0.1,0.100871205
681,i would recommend this case to my friends .,1,0,0.087862551
682,i ordered two of them and both arrived within a week .,0,0,0.498906374
683,so far has lasted for a long time and does not wear off .,1,0.025,0.069930136
684,i dropped phone once and the case held up perfectly .,1,1,0.589988887
685,durable and seems similar quality to apple products .,1,0,0.682564616
686,"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s .",1,0.1667,0.476269841
687,"all in all ,  though ,  happy with the product .",1,0.8,0.081910074
688,"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins .",0,0,0.304974258
689,wrapped around me easily to tuck in for getting ready at the gym .,1,0.3167,0.269142628
690,"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",0,0,0.389970183
691,proves that a movie about goodness is not the same thing as a good movie .,0,0.3333,0.748380065
692,another num_num calories from the other num_num grams of carbohydrates .,0,-0.125,0.546525836
693,a film so tedious that it is impossible to care whether that boast is true or not .,0,-0.2722,0.399905503
694,i have to lower the rating another notch .,0,0,0.05522418
695,"all ends well , sort of , but the frenzied comic moments never click .",0,0.25,0.457270265
696,"shadyac shoots his film like an m. night shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension .",0,0.1667,0.218910575
697,i ve had many lighters and this one might be the best .,0,0.75,0.057376862
698,even die-hard fans of japanese animation ... will find this one a challenge .,0,0,0.638395607
699,"more honest about alzheimer 's disease , i think , than iris .",1,0.55,0.287181258
700,researched before i bought it and had actually chosen another one .,1,0,0.074155688
701,what happened with pluto nash ?,0,0,0.061890185
702,put homemade pizza sauce on top then add pepperoni and fresh mushrooms .,1,0.4,0.130665183
703,"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",1,0.4375,0.089836359
704,"flashy , pretentious and as impenetrable as morvern 's thick , working-class scottish accent .",0,-0.3667,0.532649279
705,it s this second part that really grosses me out .,0,0.1,0.419121981
706,i just received a replacement bb curve from verizon .,1,0,0.792951822
707,i woke up with basically an oil slick on my face .,0,-0.25,0.335829973
708,marineland does a very good job with their led aquarium systems .,0,0.91,0.974910796
709,i ve used it once and i won t be using it again .,0,0,0.046950877
710,now i have a game that i don t ever want to play .,0,-0.4,0.155644834
711,"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .",1,-0.0133,0.594383895
712,"a little at first ,  more with each successive try .",0,0.1875,0.242471039
713,i used this set with a toaster oven and with a coleman camping oven .,1,0,0.13842833
714,"a compelling , moving film that respects its audience and its source material .",1,0.3,0.202520311
715,"it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,0.4938,0.28120625
716,after a num_extend try i received the same product .,0,0,0.237238944
717,i didn t have enough of them to return .,0,0,0.037390769
718,remember when bond had more glamour than clamor ?,0,0.5,0.744923353
719,i can t send it back again because i don t have it .,0,0,0.037544966
720,... surprisingly inert for a movie in which the main character travels back and forth between epochs .,0,0.2889,0.879247546
721,"might work for others ,  didn t work for me .",0,0,0.145875752
722,"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",0,0.1,0.498846233
723,it s very simple and takes up very little space on the pot rack .,1,-0.1219,0.343961775
724,the concept was great and it worked very well when it worked .,0,0.5,0.800828516
725,"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli .",1,0.425,0.353673398
726,"for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer .",0,0.0575,0.315926909
727,the transmit strength on this compact num_extend is pretty strong .,0,0.3417,0.195911825
728,"as i get hit ,  my health endurance goes down .",0,-0.1556,0.560033441
729,most products are for dandruff caused by dry scalp .,0,0.2167,0.838852048
730,went looking for them and you had them .,1,0,0.403474808
731,farrell ... thankfully manages to outshine the role and successfully plays the foil to willis 's world-weary colonel .,1,0.75,0.679259598
732,i had it a long time now and i still love it .,1,0.225,0.080809414
733,i followed the instructions and threw away the first num_num batches of coffee .,1,0.25,0.297675073
734,i can not send it back due to shipping requirements .,0,-0.0625,0.095303833
735,"a teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",1,0.1667,0.680638075
736,excellent acting and direction .,1,0.5,0.645246148
737,"still , i 'm not quite sure what the point is ...",0,0.5,0.040291131
738,"i just flipped the pan over ,  and there they were .",1,0,0.709998786
739,"sadly , hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks .",0,-0.5,0.834537387
740,a harmless and mildly amusing family comedy .,1,0.6,0.892760813
741,"even after several days ,  they are air tight in a wine bottle .",1,-0.0893,0.367995977
742,"theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ?",0,-0.05,0.283224642
743,absolutely horrid; cheaper @ costco if you must .,0,0.2,0.055901825
744,purchased this to charge my new android tablet in the car on trips .,1,0.1364,0.244331777
745,i tried supergluing the magnets back on to no avail .,0,0,0.325307667
746,"you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .",0,0.4167,0.15820545
747,and it ll keep rice perfect and hot for up to num_num hours .,1,0.625,0.157907665
748,"elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",1,-0.0333,0.619340718
749,-lrb- howard -rrb- so good as leon barlow ... that he hardly seems to be acting .,1,0.1361,0.191196859
750,this is the worst game i have come across in a long time .,0,-0.4833,0.30548358
751,the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .,1,0.2,0.700627804
752,i finally made he purchase and am glad i did .,1,0.25,0.222213864
753,"when it 's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .",0,-0.1833,0.246810198
754,i spent $ for the num_extend and overall it was not worth the cost .,0,-0.0833,0.069538832
755,bullock 's complete lack of focus and ability quickly derails the film,0,0.2167,0.227637053
756,like they glued it together and shipped it out it seemed .,0,0,0.536229908
757,insert the micro usb to your phone and enjoy your widescreen display .,0,0.4,0.849819541
758,i dumped all num_num screen protectors in the trash bin .,0,0,0.223671973
759,we juiced our garden lettuce and greens with ease .,1,0,0.726578772
760,this case looks nice but that s about it .,0,0.6,0.219014347
761,the handle is comfortable and holds the pitchers securely in your hands .,1,0.4,0.10543263
762,well worth the time .,1,0.3,0.354104459
763,"it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit .",1,0.3,0.135473132
764,"yes ,  it is plastic ,  but not cheap plastic .",1,-0.2,0.558383405
765,"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .",1,0.3,0.57149291
766,puts together very easily and does what it s said it would .,1,0.5633,0.778535008
767,this idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture .,0,0.4875,0.417853653
768,the original unreal tournament is the very definition of fun .,0,0.2917,0.959268332
769,the invincible werner herzog is alive and well and living in la,1,0.1,0.515633821
770,"it might work for all purpose flour ,  which has less gluten .",0,-0.1667,0.844986022
771,soe decided to push it to live a whole num_num weeks sooner than that .,0,0.1682,0.197682798
772,"as an actor , the rock is aptly named .",0,0.6,0.140586257
773,"earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .",0,0.04,0.087520719
774,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .,1,-0.0167,0.380503833
775,"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,0,0.659071028
776,bought this for use to hold my droid incredible .,0,0.9,0.108382523
777,"this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions .",0,-0.0952,0.842052579
778,"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",1,0,0.151763916
779,company will exchange though but it wastes your time doing this .,0,-0.2,0.167373717
780,"moore 's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that 's still very much playing itself out .",1,0.0275,0.115424991
781,"the first time through ,  things really slowed down around level num_extend",0,0.0981,0.342475593
782,you place all the ingredients into the bread maker .,1,0,0.459823728
783,we plugged in an extra headset laying around the house .,0,0,0.27721864
784,it really is like they didn t take anything at all .,0,0.2,0.115440726
785,here 's a self-congratulatory 3d imax rah-rah .,0,0,0.833646417
786,i had to get some from the phone store .,0,0,0.099039674
787,i of course treated it with a wood sealant to last through the winter .,1,0,0.233542264
788,"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .",0,-0.2196,0.656290233
789,the description on the website did not state that the straps were elastic .,0,0,0.259865642
790,the movie has lots of dancing and fabulous music .,1,0.4,0.918127716
791,the box is very shallow and not easily covered securely .,0,-0.0833,0.044987619
792,what a change in my life this will make .,1,0,0.19358182
793,i love my lodge omelet pan and use it almost every morning .,1,0.5,0.40227735
794,neither funny nor suspenseful nor particularly well-drawn .,0,0.1389,0.12042141
795,all the well-meaningness in the world ca n't erase the fact that the believer feels like a 12-step program for the jewish nazi .,0,0,0.766929686
796,the grill surface is easier to clean than our other grills .,1,0.1208,0.907633185
797,i also like the adjustable heat option for the warming plate .,1,0,0.200925052
798,it reminds me more of silly putty than of a concealer .,0,0,0.16376549
799,please reply with the filter part number and your location .,0,0,0.066733181
800,the graphics are most definitely improved over the previous version .,0,0.1111,0.557439506
801,"theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical .",1,0.0625,0.165015757
802,this is one of polanski 's best films .,1,1,0.451640546
803,the only thing in pauline and paulette that you have n't seen before is a scene featuring a football field-sized oriental rug crafted out of millions of vibrant flowers .,0,0.0833,0.239017963
804,if you have soft facial fair then by all means use these razors .,0,0.2667,0.228690326
805,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,0,0.325,0.13886869
806,too small and not the quality i expected .,0,-0.175,0.069426656
807,i never thought about making cheese until ree drummond made some on her show .,1,0,0.345042765
808,"call me a wimp , but i cried , not once , but three times in this animated sweet film .",1,0.35,0.208873987
809,"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",1,0.1,0.393465996
810,"i have many oxo products ,  and i ve always been pleased .",1,0.5,0.643247128
811,sharp cutting edges make your pies look as good as they taste .,1,-0.0083,0.96219492
812,"accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .",0,0.0179,0.274716556
813,there 's something fundamental missing from this story : something or someone to care about .,0,-0.2,0.046626866
814,i had a less powerful one for num_num years before it finally gave out .,1,0.0444,0.084839225
815,"romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",1,0,0.145514607
816,"however ,  definitely does not work like a new battery .",0,0.0682,0.141057968
817,it s also a good size for a family of num_extend,1,0.7,0.110009253
818,"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",1,0.3875,0.281852245
819,perfect fit for replacement in my num_num year old blender that still works .,1,0.5,0.468179762
820,it 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .,0,-0.2229,0.225738347
821,doesn t really reduce the fat anymore than most cooking methods .,1,0.35,0.448812485
822,formula 51 is so trite that even yu 's high-energy action stylings ca n't break through the stupor .,0,0.1,0.31122613
823,"very nice unit ,  easy to assemble and operate .",1,0.6067,0.77095437
