row_id,TEXT,LABEL,SPLIT_TEXT,NUM_SPLITS
297,he read every amazon . com review as well as the zojirushi website .,1,['he read every amazon . com review as well as the zojirushi website .'],1
298,"however ,  slicing up tons of veggies can be quite time consuming .",1,"['however ,  slicing up tons of veggies can be quite time consuming .']",1
299,hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,1,"[""hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .""]",1
300,the recipe that comes with it is tasty .,1,['the recipe that comes with it is tasty .'],1
301,"hand graters can be a mess to clean ,  especially under the handle .",1,"['hand graters can be a mess to clean ,  especially under the handle .']",1
302,this is definitely not the case with the num_extend,1,['this is definitely not the case with the num_extend'],1
303,looks like a high school film project completed the day before it was due .,0,['looks like a high school film project completed the day before it was due .'],1
304,i also have to hold the headphone cord to keep it from flapping around .,0,['i also have to hold the headphone cord to keep it from flapping around .'],1
305,"witty , touching and well paced .",1,"['witty , touching', 'and well paced .']",2
306,"this version 's no classic like its predecessor , but its pleasures are still plentiful .",1,"[""this version 's no classic like its predecessor ,"", 'but its pleasures are still plentiful .']",2
307,my first draft of this review was also way too long .,0,['my first draft of this review was also way too long .'],1
308,her delivery and timing are flawless .,1,['her delivery and timing are flawless .'],1
309,speedloader is very hard to use especially with an extended magazine .,0,['speedloader is very hard to use especially with an extended magazine .'],1
310,"a graceless , witless attempt at mating some like it hot with the wwii espionage thriller .",0,"['a graceless , witless attempt at mating some like it hot with the wwii espionage thriller .']",1
311,frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films i 've ever seen .,1,"[""frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films i 've ever seen .""]",1
312,"first good , then bothersome .",0,"['first good , then bothersome .']",1
313,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,['at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .'],1
314,"if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .",1,"[""if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .""]",1
315,don t buy this unless you like replacing toasters .,0,['don t buy this unless you like replacing toasters .'],1
316,i am glad that i did not spend a fortune on the electric models .,1,['i am glad that i did not spend a fortune on the electric models .'],1
317,unfortunately i m not sure what all the five star reviews are for .,0,['unfortunately i m not sure what all the five star reviews are for .'],1
318,"the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .",0,"['the plot is very clever ,', 'but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .']",2
319,ridiculous !  i had trouble getting it on with zero bubbles .,0,['ridiculous !  i had trouble getting it on with zero bubbles .'],1
320,a very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,0,"['a very stylish', 'but ultimately extremely silly tale ... a slick piece of nonsense', 'but nothing more .']",3
321,"the computer recognized the usb connection ,  but the cursor never moved .",0,"['the computer recognized the usb connection ,', 'but the cursor never moved .']",2
322,it s too bad because they look like they would keep my ears warm .,0,['it s too bad because they look like they would keep my ears warm .'],1
323,little more than a frothy vanity project .,0,['little more than a frothy vanity project .'],1
324,this is the old faithful water filter pitcher .,1,['this is the old faithful water filter pitcher .'],1
325,just spend the extra bucks and buy an official one from apple .,0,"['just spend the extra bucks', 'and buy an official one from apple .']",2
326,the constriction on my dog caused him to sit .,0,['the constriction on my dog caused him to sit .'],1
327,"at times , however , dogtown and z-boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about .",0,"['at times ,', ""however , dogtown and z-boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about .""]",2
328,"pretty darn good , despite its smarty-pants aura .",1,"['pretty darn good , despite its smarty-pants aura .']",1
329,its very similar to that type of style .,0,['its very similar to that type of style .'],1
330,it was just what i expected it to be .,1,['it was just what i expected it to be .'],1
331,"it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",1,"[""it 's rare to find a film that dazzles the eye , challenges the brain ,"", 'and satisfies our lust for fast-paced action ,', 'but minority report delivers all that and a whole lot more .']",3
332,i give it five stars for making eating good so easy !  .,1,['i give it five stars for making eating good so easy !  .'],1
333,a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,0,['a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .'],1
334,i wore this product today for a few hours today .,0,['i wore this product today for a few hours today .'],1
335,it 's as flat as an open can of pop left sitting in the sun .,0,"[""it 's as flat as an open can of pop left sitting in the sun .""]",1
336,"this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics .",1,"['this warm and gentle romantic comedy has enough interesting characters to fill several movies ,', 'and its ample charms should win over the most hard-hearted cynics .']",2
337,it did what it was supposed to do .,1,['it did what it was supposed to do .'],1
338,resourceful and ingenious entertainment .,1,['resourceful and ingenious entertainment .'],1
339,"i then emptied th coffee grinder and looked for an obstruction ,  none .",0,"['i then emptied th coffee grinder', 'and looked for an obstruction ,  none .']",2
340,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,"['edited', 'and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .']",2
341,take the whole thing out in the sink .,1,['take the whole thing out in the sink .'],1
342,this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,1,"[""this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .""]",1
343,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip .",1,"[""4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip .""]",1
344,the balm is crap more like a vaseline stick .,0,['the balm is crap more like a vaseline stick .'],1
345,my wife despises window fans usually and she loves this thing too .,1,"['my wife despises window fans usually', 'and she loves this thing too .']",2
346,the movie quickly drags on becoming boring and predictable .,0,['the movie quickly drags on becoming boring and predictable .'],1
347,"it 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff .",0,"[""it 's drained of life in an attempt to be sober and educational , and"", ""yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff .""]",2
348,"also ,  the knife is easy to maneuver despite its length .",1,"['also ,  the knife is easy to maneuver despite its length .']",1
349,"an enjoyable film for the family , amusing and cute for both adults and kids .",1,"['an enjoyable film for the family , amusing and cute for both adults and kids .']",1
350,this knife sharpener more than met our expectations .,1,['this knife sharpener more than met our expectations .'],1
351,"it 's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn .",1,"[""it 's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn .""]",1
352,and it s a bread knife and nothing all that special .,1,['and it s a bread knife and nothing all that special .'],1
353,place it in the freezer and close the door .,1,"['place it in the freezer', 'and close the door .']",2
354,i threw it out because i can t take alcohol .,0,['i threw it out because i can t take alcohol .'],1
355,if you need a pot with this capacity num_extend qts  buy this one .,1,['if you need a pot with this capacity num_extend qts  buy this one .'],1
356,"too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette .",0,"['too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette .']",1
357,it makes a farce out of a good num_num num_extend,0,['it makes a farce out of a good num_num num_extend'],1
358,"not a movie but a live-action agitprop cartoon so shameless and coarse , it 's almost funny .",0,"['not a movie', ""but a live-action agitprop cartoon so shameless and coarse , it 's almost funny .""]",2
359,dash mounts are either bulky and in the way or not strong enough .,1,['dash mounts are either bulky and in the way or not strong enough .'],1
360,i have had two of these cans outside for over a year .,1,['i have had two of these cans outside for over a year .'],1
361,"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",1,"['a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .']",1
362,"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .",1,"['the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .']",1
363,moderately involving despite bargain-basement photography and hackneyed romance .,0,['moderately involving despite bargain-basement photography and hackneyed romance .'],1
364,i expected an improvement in signal strength from my tiny usb direct plugin type .,0,['i expected an improvement in signal strength from my tiny usb direct plugin type .'],1
365,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .",0,"['gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .']",1
366,the sum of all fears is almost impossible to follow -- and there 's something cringe-inducing about seeing an american football stadium nuked as pop entertainment .,0,"['the sum of all fears is almost impossible to follow --', ""and there 's something cringe-inducing about seeing an american football stadium nuked as pop entertainment .""]",2
367,"after four days of that ,  i gave up and chucked it .",0,"['after four days of that ,  i gave up', 'and chucked it .']",2
368,the visuals alone make metropolis worth seeing .,1,['the visuals alone make metropolis worth seeing .'],1
369,"a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .",1,"[""a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .""]",1
370,"helmer devito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv and revenge .",0,"[""helmer devito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv and revenge .""]",1
371,it is not difficult to clean or assemble .,1,['it is not difficult to clean or assemble .'],1
372,i say this as a guy with fairly thin wrists too .,0,['i say this as a guy with fairly thin wrists too .'],1
373,and still the focus was extremely soft or just plain terrible .,0,['and still the focus was extremely soft or just plain terrible .'],1
374,most operations there is a noticable delay lag of num_extend to num_num seconds .,0,['most operations there is a noticable delay lag of num_extend to num_num seconds .'],1
375,"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer .",1,"['we can see the wheels turning ,', 'and we might resent it sometimes ,', 'but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer .']",3
376,... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,1,['... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .'],1
377,i was surprised as the box seemed to be in good shape .,0,['i was surprised as the box seemed to be in good shape .'],1
378,that does not hold true for this product .,0,['that does not hold true for this product .'],1
379,i had it professionally installed at a local bike shop .,0,['i had it professionally installed at a local bike shop .'],1
380,should have a wider design for different foods .,1,['should have a wider design for different foods .'],1
381,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .",1,"['my goodness , queen latifah has a lot to offer', 'and she seemed to have no problem flaunting her natural gifts .']",2
382,it is worse then no lube because it gets soooo sticky .,0,['it is worse then no lube because it gets soooo sticky .'],1
383,"an impossible romance , but we root for the patronized iranian lad .",1,"['an impossible romance ,', 'but we root for the patronized iranian lad .']",2
384,"oh ,  and the battery life is pretty decent .",1,"['oh ,  and the battery life is pretty decent .']",1
385,gosling provides an amazing performance that dwarfs everything else in the film .,1,['gosling provides an amazing performance that dwarfs everything else in the film .'],1
386,"while not as aggressively impressive as its american counterpart , `` in the bedroom , '' moretti 's film makes its own , quieter observations",1,"[""while not as aggressively impressive as its american counterpart , `` in the bedroom , '' moretti 's film makes its own , quieter observations""]",1
387,"i did n't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood .",0,"[""i did n't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood .""]",1
388,"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .",1,"['there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .']",1
389,i ve not been terribly impressed with this box .,0,['i ve not been terribly impressed with this box .'],1
390,"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",0,"['the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .']",1
391,i did not buy from a num_extend party seller .,0,['i did not buy from a num_extend party seller .'],1
392,but it didn t do anything for my face .,0,['but it didn t do anything for my face .'],1
393,"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .",0,"['the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean ,', 'but it is nearly impossible to care about what happens on them .']",2
394,try explaining to a two year old why her tattoo keeps  breaking  .,0,['try explaining to a two year old why her tattoo keeps  breaking  .'],1
395,"it is also , at times , curiously moving .",1,"['it is also , at times , curiously moving .']",1
396,i also love it because the jar is plastic .,1,['i also love it because the jar is plastic .'],1
397,a painfully leaden film destined for pre-dawn cable television slots .,0,['a painfully leaden film destined for pre-dawn cable television slots .'],1
398,"we both use the blackberry num_num curve ,  which each use bluetooth version num_extend",1,"['we both use the blackberry num_num curve ,  which each use bluetooth version num_extend']",1
399,"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",1,"['does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully', 'and allows the larger implications of the journey to sink in unobtrusively .']",2
400,i bought this toy for my boys a few years back .,0,['i bought this toy for my boys a few years back .'],1
401,i was bored after the first num_num minutes .,0,['i was bored after the first num_num minutes .'],1
402,"spyro games always used to be fun ,  but that tradition ends here .",0,"['spyro games always used to be fun ,', 'but that tradition ends here .']",2
403,this case is cute however the is the only good thing about it .,0,"['this case is cute', 'however the is the only good thing about it .']",2
404,u.s. audiences may find -lrb- attal and gainsbourg 's -rrb- unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .,1,"[""u.s. audiences may find -lrb- attal and gainsbourg 's -rrb- unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .""]",1
405,it is close to the old one i had for years .,1,['it is close to the old one i had for years .'],1
406,i would not buy this again in the future .,0,['i would not buy this again in the future .'],1
407,"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- .",0,"['if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff ,', 'and left behind the crap -lrb- literally -rrb- .']",2
408,"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .",0,"['the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .']",1
409,what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these bastions of individuality in an ikea world .,1,"[""what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these bastions of individuality in an ikea world .""]",1
410,so i purchased another knife sharpener for this our num_num yankee swap .,1,['so i purchased another knife sharpener for this our num_num yankee swap .'],1
411,you 'll have more fun setting fire to yourself in the parking lot .,0,"[""you 'll have more fun setting fire to yourself in the parking lot .""]",1
412,it has a num_num year warranty on defects too .,1,['it has a num_num year warranty on defects too .'],1
413,-lrb- u -rrb- nrelentingly stupid .,0,['-lrb- u -rrb- nrelentingly stupid .'],1
414,it is a poor performer when it comes to odor retention and clumping .,0,['it is a poor performer when it comes to odor retention and clumping .'],1
415,effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,1,['effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .'],1
416,hope this lasts longer than my last grinder so can buy as a gift .,1,['hope this lasts longer than my last grinder so can buy as a gift .'],1
417,the kids often appear to be reading the lines and are incapable of conveying any emotion .,0,['the kids often appear to be reading the lines and are incapable of conveying any emotion .'],1
418,"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",0,"['flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .']",1
419,once it dies i will purchase a better unit .,1,['once it dies i will purchase a better unit .'],1
420,"the film would work much better as a video installation in a museum , where viewers would be free to leave .",0,"['the film would work much better as a video installation in a museum , where viewers would be free to leave .']",1
421,"exquisitely acted and masterfully if preciously interwoven ... -lrb- the film -rrb- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .",1,"['exquisitely acted and masterfully if preciously interwoven ... -lrb- the film -rrb- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .']",1
422,i must find a way to return them .,0,['i must find a way to return them .'],1
423,one corner is slightly taller than the other but its hardly noticeable .,1,"['one corner is slightly taller than the other', 'but its hardly noticeable .']",2
424,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,"['the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .']",1
425,"a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",0,"[""a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .""]",1
426,a moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,1,"[""a moody horror\\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .""]",1
427,this pan is a bit heavier and truly nonstick .,1,['this pan is a bit heavier and truly nonstick .'],1
428,wait for video -- and then do n't rent it .,0,"['wait for video --', ""and then do n't rent it .""]",2
429,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",1,"['you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .']",1
430,"in my experience ,  they are a constant source of problems .",0,"['in my experience ,  they are a constant source of problems .']",1
431,the complication is the heft of the phone .,1,['the complication is the heft of the phone .'],1
432,i practically felt like i threw away my money on this one .,0,['i practically felt like i threw away my money on this one .'],1
433,"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1,"[""it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .""]",1
434,also the headphones do not feel comfortable on your head .,0,['also the headphones do not feel comfortable on your head .'],1
435,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,"['the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .']",1
436,a process that takes a couple of minutes .,0,['a process that takes a couple of minutes .'],1
437,"finally , a genre movie that delivers -- in a couple of genres , no less .",1,"['finally , a genre movie that delivers -- in a couple of genres , no less .']",1
438,"so clich??d that , at one point , they literally upset an apple cart .",0,"['so clich??d that , at one point , they literally upset an apple cart .']",1
439,you 'll be more entertained getting hit by a bus .,0,"[""you 'll be more entertained getting hit by a bus .""]",1
440,"you have to pay attention to follow all the stories , but they 're each interesting .",1,"['you have to pay attention to follow all the stories ,', ""but they 're each interesting .""]",2
441,"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",0,"['a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .']",1
442,the use of cgi and digital ink-and-paint make the thing look really slick .,1,['the use of cgi and digital ink-and-paint make the thing look really slick .'],1
443,there was nothing at all to indicate that belkin manufactured this item .,0,['there was nothing at all to indicate that belkin manufactured this item .'],1
444,i bought this product for feeding my num_num persian cats while on vacation .,0,"['i bought this product for feeding my num_num persian cats', 'while on vacation .']",2
445,apparently there are thirteen more words required to successfully submit this review .,1,['apparently there are thirteen more words required to successfully submit this review .'],1
446,abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,0,"['abandons all pretense of creating historical context', 'and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .']",2
447,has the feel of an unedited personal journal .,0,['has the feel of an unedited personal journal .'],1
448,"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",1,"[""like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .""]",1
449,a waste of good performances .,0,['a waste of good performances .'],1
450,"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",1,"['thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .']",1
451,"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do .",0,"['home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do .']",1
452,skip work to see it at the first opportunity .,1,['skip work to see it at the first opportunity .'],1
453,"if it 's possible for a sequel to outshine the original , then sl2 does just that .",1,"[""if it 's possible for a sequel to outshine the original , then sl2 does just that .""]",1
454,big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,0,['big fat liar is just futile silliness looking to tap into the kiddie sensibilities .'],1
455,"we often cook sausages ,  hot dogs and hamburgers in it as well .",1,"['we often cook sausages ,  hot dogs and hamburgers in it as well .']",1
456,an unbelievably fun film just a leading man away from perfection .,1,['an unbelievably fun film just a leading man away from perfection .'],1
457,gave it to someone named happy on her birthday .,0,['gave it to someone named happy on her birthday .'],1
458,i have owned it for two years and it is a work horse .,1,['i have owned it for two years and it is a work horse .'],1
459,i ve had this thermometer for about num_num years .,1,['i ve had this thermometer for about num_num years .'],1
460,i can carry it in my pocket and use it when i need to .,1,"['i can carry it in my pocket', 'and use it when i need to .']",2
461,when i contacted the company the response was that they shipped it .,0,['when i contacted the company the response was that they shipped it .'],1
462,"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",0,"['the weight of water uses water as a metaphor for subconscious desire ,', 'but this leaky script barely stays afloat .']",2
463,"perhaps it won t rust ,  but upclose it looks a little cheesey .",0,"['perhaps it won t rust ,', 'but upclose it looks a little cheesey .']",2
464,"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",0,"[""it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .""]",1
465,"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",1,"['the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .']",1
466,he has not learnt that storytelling is what the movies are about .,0,['he has not learnt that storytelling is what the movies are about .'],1
467,a mixed bag of a comedy that ca n't really be described as out of this world .,0,"[""a mixed bag of a comedy that ca n't really be described as out of this world .""]",1
468,"these are supposedly cotton ,  but they don t feel like it .",0,"['these are supposedly cotton ,', 'but they don t feel like it .']",2
469,begins as a promising meditation on one of america 's most durable obsessions but winds up as a slender cinematic stunt .,0,"[""begins as a promising meditation on one of america 's most durable obsessions"", 'but winds up as a slender cinematic stunt .']",2
470,it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,0,['it would be hard to think of a recent movie that has worked this hard to achieve this little fun .'],1
471,"as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .",0,"[""as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline"", 'and thrown at actors charged with the impossible task of making them jell .']",2
472,"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",1,"['interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination --', ""but fiennes steals ` red dragon ' right from under their noses .""]",2
473,no complaints and my wife loves the color .,1,"['no complaints', 'and my wife loves the color .']",2
474,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1,"['an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .']",1
475,how did it ever get made ?,0,['how did it ever get made ?'],1
476,"i 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s .",0,"[""i 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s .""]",1
477,"one minute , you think you 're watching a serious actioner ; the next , it 's as though clips from the pink panther strikes again and\/or sailor moon have been spliced in .",0,"[""one minute , you think you 're watching a serious actioner ; the next , it 's as"", 'though clips from the pink panther strikes again', 'and\\/or sailor moon have been spliced in .']",3
478,i could not tell a difference at all .,1,['i could not tell a difference at all .'],1
479,so i just thought maybe it ll help keep my acne away .,0,['so i just thought maybe it ll help keep my acne away .'],1
480,a modest and messy metaphysical thriller offering more questions than answers .,0,['a modest and messy metaphysical thriller offering more questions than answers .'],1
481,i don t think the saying  you get what you pay  .,0,['i don t think the saying  you get what you pay  .'],1
482,a blessed gift to film geeks and historians .,1,['a blessed gift to film geeks and historians .'],1
483,i had to buy one out on the road .,0,['i had to buy one out on the road .'],1
484,they were awesome and they work great i like them a lot thank you .,1,"['they were awesome', 'and they work great i like them a lot thank you .']",2
485,impresses you with its open-endedness and surprises .,1,['impresses you with its open-endedness and surprises .'],1
486,my husband said it was obvious so i had to return it .,0,['my husband said it was obvious so i had to return it .'],1
487,obviously we all have our own preferences for taste .,0,['obviously we all have our own preferences for taste .'],1
488,the item was what i was looking for and arrived exactly as described .,1,"['the item was what i was looking for', 'and arrived exactly as described .']",2
489,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,['it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .'],1
490,i shall be ordering a second one in the not too distant future .,1,['i shall be ordering a second one in the not too distant future .'],1
491,"the film takes too long getting to the good stuff , then takes too long figuring out what to do next .",0,"['the film takes too long getting to the good stuff , then takes too long figuring out what to do next .']",1
492,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,1,['this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .'],1
493,"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,"['matthew mcconaughey tries ,', 'and fails , to control the screen with swaggering machismo and over-the-top lunacy .']",2
494,the aluminum ones get stained and ugly after a few uses .,1,['the aluminum ones get stained and ugly after a few uses .'],1
495,it creates heaping folds of foam andturns your coffee into a breve latte .,1,['it creates heaping folds of foam andturns your coffee into a breve latte .'],1
496,it s more powerful so i expect it to be a little louder .,1,['it s more powerful so i expect it to be a little louder .'],1
497,an original gem about an obsession with time .,1,['an original gem about an obsession with time .'],1
498,"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .",0,"[""some of seagal 's action pictures are guilty pleasures ,"", 'but this one is so formulaic that it seems to be on auto-pilot .']",2
499,an incredibly clever and superbly paced caper filled with scams within scams within scams .,1,"['an incredibly clever', 'and superbly paced caper filled with scams within scams within scams .']",2
500,"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,"[""the year 's happiest surprise , a movie that deals with a real subject in an always surprising way .""]",1
501,worked best on older new england house with narrow staircase .,0,['worked best on older new england house with narrow staircase .'],1
502,the sound range and loudness is pretty impressive for the price and size .,1,['the sound range and loudness is pretty impressive for the price and size .'],1
503,all came well sharpened and ready to go .,1,['all came well sharpened and ready to go .'],1
504,wish it had a crank or something to make it easier .,1,['wish it had a crank or something to make it easier .'],1
505,i wore my first one out by pouring hot gravies in it .,1,['i wore my first one out by pouring hot gravies in it .'],1
506,extremely confusing .,0,['extremely confusing .'],1
507,as the clock clicked by num_extend i still felt sluggish .,0,['as the clock clicked by num_extend i still felt sluggish .'],1
508,"all of them are utter garbage ,  not even decent polyester .",0,"['all of them are utter garbage ,  not even decent polyester .']",1
509,"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1,"[""the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .""]",1
