TEXT,LABEL,Polarity_Score,Category
"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",1,0.1661,positive
they pile up nice in the closet and clean up great in the dishwasher .,1,0.5889,positive
i would not suggest this on black iphones .,1,-0.1667,positive
one minute per slice seems like a good rule of thumb so far .,1,0.4,positive
"auto shut off after num_num hours ,  which is a good feature .",1,0.7,positive
just do your homework and you will end up pretty satisfied .,1,0.375,positive
this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,1,0.2944,positive
"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time .",1,0.3182,positive
voice command is better on this set than other ones i ve tried .,1,0.1875,positive
director rob marshall went out gunning to make a great one .,1,0.8,positive
"christians sensitive to a reductionist view of their lord as a luv-spreading dr. feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic .",1,0.1533,positive
"finish is great ,  and it makes great french toast .",1,0.5333,positive
the acting alone is worth the price of admission .,1,0.15,positive
another thing i really like is that it does not have rivets .,1,0.2,positive
of course the german s call this sort of idea good engineering .,1,0.35,positive
"do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life .",1,0.3667,positive
"to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment .",1,0.15,positive
"other than that small problem ,  this is a great bt headdest .",1,0.1417,positive
"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",1,0.3444,positive
"it might be tempting to regard mr. andrew and his collaborators as oddballs , but mr. earnhart 's quizzical , charming movie allows us to see them , finally , as artists .",1,0.35,positive
seems to working fine in my mother s humidifier .,1,0.4167,positive
"it 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous full frontal .",1,0.3306,positive
easy to put on and i have no problems .,1,0.4333,positive
"a thoughtful , provocative , insistently humanizing film .",1,0.4,positive
"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",1,0.2125,positive
"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it .",1,0.3625,positive
the result is something quite fresh and delightful .,1,0.65,positive
one of the greatest romantic comedies of the past decade .,1,0.25,positive
haneke challenges us to confront the reality of sexual aberration .,1,0.5,positive
the same panel buttons are there but in a better placement .,1,0.25,positive
i have dropped the phone onto a tile floor and it is fine .,1,0.4167,positive
"once again , director jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale .",1,0.3667,positive
hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,1,0.4843,positive
"witty , touching and well paced .",1,0.5,positive
her delivery and timing are flawless .,1,1.0,positive
frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films i 've ever seen .,1,0.6111,positive
at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,0.25,positive
i am glad that i did not spend a fortune on the electric models .,1,0.5,positive
"pretty darn good , despite its smarty-pants aura .",1,0.475,positive
"it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",1,0.275,positive
i give it five stars for making eating good so easy !  .,1,0.6208,positive
"this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics .",1,0.325,positive
resourceful and ingenious entertainment .,1,0.55,positive
"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,0.15,positive
take the whole thing out in the sink .,1,0.2,positive
this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,1,0.4,positive
"also ,  the knife is easy to maneuver despite its length .",1,0.4333,positive
"an enjoyable film for the family , amusing and cute for both adults and kids .",1,0.5333,positive
this knife sharpener more than met our expectations .,1,0.5,positive
and it s a bread knife and nothing all that special .,1,0.3571,positive
dash mounts are either bulky and in the way or not strong enough .,1,-0.1083,positive
"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .",1,0.1144,positive
the visuals alone make metropolis worth seeing .,1,0.3,positive
"a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .",1,0.3,positive
it is not difficult to clean or assemble .,1,0.3083,positive
"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer .",1,0.4375,positive
"oh ,  and the battery life is pretty decent .",1,0.2083,positive
gosling provides an amazing performance that dwarfs everything else in the film .,1,0.6,positive
"while not as aggressively impressive as its american counterpart , `` in the bedroom , '' moretti 's film makes its own , quieter observations",1,0.5333,positive
"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .",1,0.25,positive
i also love it because the jar is plastic .,1,0.5,positive
"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",1,0.4033,positive
what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these bastions of individuality in an ikea world .,1,0.4048,positive
once it dies i will purchase a better unit .,1,0.5,positive
"exquisitely acted and masterfully if preciously interwoven ... -lrb- the film -rrb- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .",1,0.6,positive
one corner is slightly taller than the other but its hardly noticeable .,1,-0.1944,positive
"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,-0.1667,positive
a moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,1,0.6,positive
"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",1,0.5,positive
"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1,0.4,positive
"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,0.15,positive
"you have to pay attention to follow all the stories , but they 're each interesting .",1,0.5,positive
the use of cgi and digital ink-and-paint make the thing look really slick .,1,-0.125,positive
apparently there are thirteen more words required to successfully submit this review .,1,0.4333,positive
"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",1,0.2917,positive
"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",1,0.2,positive
skip work to see it at the first opportunity .,1,0.25,positive
"if it 's possible for a sequel to outshine the original , then sl2 does just that .",1,0.1875,positive
"we often cook sausages ,  hot dogs and hamburgers in it as well .",1,0.25,positive
an unbelievably fun film just a leading man away from perfection .,1,0.3,positive
"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",1,0.2619,positive
"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1,0.5167,positive
they were awesome and they work great i like them a lot thank you .,1,0.9,positive
the item was what i was looking for and arrived exactly as described .,1,0.25,positive
this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,1,0.2,positive
it s more powerful so i expect it to be a little louder .,1,0.2042,positive
an original gem about an obsession with time .,1,0.375,positive
an incredibly clever and superbly paced caper filled with scams within scams within scams .,1,0.5222,positive
"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,0.225,positive
the sound range and loudness is pretty impressive for the price and size .,1,0.55,positive
all came well sharpened and ready to go .,1,0.2,positive
i wore my first one out by pouring hot gravies in it .,1,0.25,positive
"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1,0.6,positive
it s not as bulky feel as the other cases available .,1,0.1375,positive
"it works with all types ,  but works best with roma tomatoes .",1,1.0,positive
"very easy to put on ,  no bubbles whatsoever .",1,0.5633,positive
"get it ,  it s worth the price for sure .",1,0.4,positive
the cookbook that comes with it is adequate .,1,0.3333,positive
offers that rare combination of entertainment and education .,1,0.2,positive
a psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .,1,0.1071,positive
"it is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness .",1,0.2222,positive
i paid $ for this when i bought a few other pieces .,1,-0.1625,positive
"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",1,0.3,positive
"i have several of these ,  well worth it .",1,0.15,positive
a gas cooktop would be worse and a smooth cooktop probably much better .,1,0.1667,positive
"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie .",1,0.25,positive
"despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1,0.2333,positive
also these attachment pieces are very easy to clean .,1,0.465,positive
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,0.3,positive
we use these alot and they work great .,1,0.8,positive
there 's a vastness implied in metropolis that is just breathtaking .,1,1.0,positive
i would definitely recommend this for a cute case .,1,0.25,positive
love it !  really handy to set by the stove .,1,0.6125,positive
but these knives are well worth their price .,1,0.3,positive
an intelligent fiction about learning through cultural clash .,1,0.45,positive
easy to apply and it works very well .,1,0.3167,positive
engagingly captures the maddening and magnetic ebb and flow of friendship .,1,0.4,positive
"this is what s affordable right now ,  so it has to do .",1,0.2857,positive
ranks among willams ' best screen work .,1,1.0,positive
blade release buttons are simple to use which makes cleaning easy .,1,0.2167,positive
"while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire .",1,0.1098,positive
unless you have very small or very large hands it is comfortable to use .,1,0.1179,positive
these small cookie scoops made perfectly uniform two inch cookies .,1,0.375,positive
davis has filled out his cast with appealing fresh faces .,1,0.4,positive
a sports movie with action that 's exciting on the field and a story you care about off it .,1,0.2,positive
this little butter bell is a fantastic buy .,1,0.1063,positive
"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",1,0.2833,positive
we use a bread machine to prepare the dough and provide the first rise .,1,0.25,positive
anker is a fine product though i d never heard of it .,1,0.4167,positive
"almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",1,1.0,positive
much better than block and tackle type hooks to store overhead .,1,0.5,positive
a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,1,0.1562,positive
so shipping takes a while but it is definitely worth the price .,1,0.3,positive
"the principals in this cast are all fine , but bishop and stevenson are standouts .",1,0.4167,positive
i think this case is a very nice phone case .,1,0.78,positive
it charges my phone very quickly and to full % battery .,1,0.3917,positive
brilliant ! ',1,1.0,positive
a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .,1,-0.1,positive
the la prima ran about half a shot then choked the machine .,1,-0.1667,positive
stephen earnhart 's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,0.25,positive
a romantic comedy that operates by the rules of its own self-contained universe .,1,0.3,positive
i dropped phone once and the case held up perfectly .,1,1.0,positive
"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s .",1,0.1667,positive
"all in all ,  though ,  happy with the product .",1,0.8,positive
wrapped around me easily to tuck in for getting ready at the gym .,1,0.3167,positive
"more honest about alzheimer 's disease , i think , than iris .",1,0.55,positive
put homemade pizza sauce on top then add pepperoni and fresh mushrooms .,1,0.4,positive
"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",1,0.4375,positive
"a compelling , moving film that respects its audience and its source material .",1,0.3,positive
"it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,0.4938,positive
it s very simple and takes up very little space on the pot rack .,1,-0.1219,positive
"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli .",1,0.425,positive
farrell ... thankfully manages to outshine the role and successfully plays the foil to willis 's world-weary colonel .,1,0.75,positive
i had it a long time now and i still love it .,1,0.225,positive
i followed the instructions and threw away the first num_num batches of coffee .,1,0.25,positive
"a teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",1,0.1667,positive
excellent acting and direction .,1,0.5,positive
a harmless and mildly amusing family comedy .,1,0.6,positive
purchased this to charge my new android tablet in the car on trips .,1,0.1364,positive
and it ll keep rice perfect and hot for up to num_num hours .,1,0.625,positive
-lrb- howard -rrb- so good as leon barlow ... that he hardly seems to be acting .,1,0.1361,positive
the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .,1,0.2,positive
i finally made he purchase and am glad i did .,1,0.25,positive
the handle is comfortable and holds the pitchers securely in your hands .,1,0.4,positive
well worth the time .,1,0.3,positive
"it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit .",1,0.3,positive
"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .",1,0.3,positive
puts together very easily and does what it s said it would .,1,0.5633,positive
the movie has lots of dancing and fabulous music .,1,0.4,positive
i love my lodge omelet pan and use it almost every morning .,1,0.5,positive
the grill surface is easier to clean than our other grills .,1,0.1208,positive
this is one of polanski 's best films .,1,1.0,positive
"call me a wimp , but i cried , not once , but three times in this animated sweet film .",1,0.35,positive
"i have many oxo products ,  and i ve always been pleased .",1,0.5,positive
it s also a good size for a family of num_extend,1,0.7,positive
"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",1,0.3875,positive
perfect fit for replacement in my num_num year old blender that still works .,1,0.5,positive
doesn t really reduce the fat anymore than most cooking methods .,1,0.35,positive
"very nice unit ,  easy to assemble and operate .",1,0.6067,positive
nolan bravely treads where few american films dare to delve -- into the world of ambivalence and ambiguity ...,1,0.2,positive
may be it will become soft with use and then it should be fine .,1,0.2583,positive
"tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure .",1,0.1944,positive
i mainly use my blentec now but haven t sold the vitamix yet .,1,0.1667,positive
"longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days .",1,0.3125,positive
"nicolas philibert observes life inside a one-room schoolhouse in northern france in his documentary to be and to have , easily one of the best films of the year .",1,0.4778,positive
"zhang yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it 's the only way to bring happiness to their loved ones .",1,0.4667,positive
"a spunky , original take on a theme that will resonate with singles of many ages .",1,0.4375,positive
"it 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor .",1,0.2679,positive
it works fine and the coffee is just as great !  .,1,0.7083,positive
i would recommend to anyone who wants a pda .,1,0.2,positive
but i like the phone to be up higher on the windshield . recommended .,1,0.25,positive
what kids will discover is a new collectible .,1,-0.1818,positive
moore 's performance impresses almost as much as her work with haynes in 1995 's safe .,1,0.35,positive
the film is often filled with a sense of pure wonderment and excitement not often seen in today 's cinema du sarcasm,1,0.3071,positive
"a miniscule little bleep on the film radar , but one that many more people should check out",1,0.2708,positive
an idealistic love story that brings out the latent 15-year-old romantic in everyone .,1,0.25,positive
"an intelligent , moving and invigorating film .",1,0.8,positive
the fact that the rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays .,1,0.5833,positive
you do have to hold a bowl when catching the meat you re grinding .,1,0.6,positive
i liked this and was happy with my purchase .,1,0.7,positive
time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,1,0.1101,positive
mediocre results until hitting upon a great cookbook .,1,0.15,positive
the otterbox defender series is by far the best available .,1,0.5,positive
for my purpose this is the perfect item .,1,1.0,positive
the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,1,0.4048,positive
"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .",1,1.0,positive
"great dutch oven ,  works well and fun to use on camping trips .",1,0.55,positive
i sprinkle a little flour on the rolls before stamping to prevent sticking .,1,-0.1875,positive
"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,0.25,positive
"but if it is indeed a duty of art to reflect life , than leigh has created a masterful piece of artistry right here .",1,0.6429,positive
"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing .",1,0.405,positive
"this is a film well worth seeing , talking and singing heads and all .",1,0.3,positive
"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building .",1,0.1591,positive
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",1,0.1825,positive
the measuring spoons would make a great stocking stuffer for any kitchen queen .,1,0.8,positive
would be five stars if it was out of slightly heavier material .,1,-0.1667,positive
"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily .",1,0.1944,positive
"not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",1,0.2533,positive
maguire is a surprisingly effective peter\/spider-man .,1,0.6,positive
an endearingly offbeat romantic comedy with a great meet-cute gimmick .,1,0.1,positive
"i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible .",1,0.15,positive
it would have been perfect if it was a tad bit smaller .,1,0.5,positive
this one is available at a decent price with fair shipping here on amazon .,1,0.4222,positive
"the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension .",1,0.1562,positive
"you have to break it in ,  in other words .",1,-0.125,positive
i have had this mount for about a year and it works great .,1,0.8,positive
"painful to watch , but viewers willing to take a chance will be rewarded with two of the year 's most accomplished and riveting film performances .",1,0.15,positive
he 's super spy !,1,0.4167,positive
gollum 's ` performance ' is incredible !,1,1.0,positive
i can t believe how strong this little guy is .,1,0.1229,positive
an eccentric little comic\/thriller deeply in love with its own quirky personality .,1,0.1825,positive
that rara avis : the intelligent romantic comedy with actual ideas on its mind .,1,0.2667,positive
"for example ,  the box says there s an led battery indicator light .",1,0.4,positive
the result is mesmerizing -- filled with menace and squalor .,1,0.35,positive
i made beef bolognese in the oven and it turned out wonderfully .,1,1.0,positive
invincible is a wonderful movie .,1,1.0,positive
"even when foreign directors ... borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .",1,0.2917,positive
this is the best american movie about troubled teens since 1998 's whatever .,1,0.1667,positive
"while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .",1,0.3139,positive
pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,1,0.375,positive
"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history .",1,0.35,positive
"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,0.1825,positive
i am so glad we chose this one .,1,0.5,positive
"compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder .",1,0.3333,positive
a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .,1,0.4,positive
"a smart , sweet and playful romantic comedy .",1,0.1881,positive
"as hugh grant says repeatedly throughout the movie , ` lovely !",1,0.625,positive
a yarn that respects the marvel version without becoming ensnared by it .,1,0.175,positive
"droll caper-comedy remake of `` big deal on madonna street '' that 's a sly , amusing , laugh-filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik . ''",1,0.1225,positive
"great for about anything you want to shred ,  cut or mix .",1,0.8,positive
"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",1,0.3833,positive
this cuts down on waste and you don t have to ingest harmful propellants .,1,-0.1778,positive
this will compete with any top of the line knife you can buy .,1,0.5,positive
a fascinating and fun film .,1,0.5,positive
"serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002 .",1,0.4167,positive
i have been missing out !  this thing is so sharp .,1,-0.1875,positive
easily moved to various locations depending on need .,1,0.2167,positive
"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1,0.3167,positive
good ol' urban legend stuff .,1,0.35,positive
the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,1,0.25,positive
it s almost like putting the phone into a high end pair of socks .,1,0.16,positive
the whole thing gets hot when you use it .,1,0.225,positive
i would have given this five stars except for the only complaint i had .,1,-0.15,positive
exactly what i need for my phone and at the best price possible .,1,0.4167,positive
i purchased it from one of the first  infomercials  .,1,0.25,positive
a very funny movie .,1,0.325,positive
"lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",1,0.6,positive
"great case ,  easy to use and very durable .",1,0.4778,positive
loved the deffender case hated the apple phone .,1,-0.1,positive
more creative than num_extend dont think so !  but still a great product .,1,0.6417,positive
"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,0.1583,positive
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1,-0.125,positive
"earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",1,0.2,positive
this is simply the most fun you 'll ever have with a documentary !,1,0.2,positive
mine fit perfectly on my linen closet door with no securing necessary .,1,0.4667,positive
-lrb- an -rrb- hilarious romantic comedy .,1,0.25,positive
"well worth the money ,  wouldn t want to be without it .",1,0.3,positive
comes with a  towel  to clean the phone before placement .,1,0.3667,positive
a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1,1.0,positive
i use this as a little office supply shelf .,1,-0.1875,positive
the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year .,1,0.375,positive
"hilarious , touching and wonderfully dyspeptic .",1,0.6667,positive
"however ,  this is an example of how rosle got it right .",1,0.2857,positive
"even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries .",1,0.2,positive
i use this with afresh to clean my cook top .,1,0.4333,positive
this cover does exactly what it is designed to do .,1,0.25,positive
fair price . x x x x x x x x xx x .,1,0.7,positive
i feel like i have a new phone .,1,0.1364,positive
i m a fan of symbian and find it easy to operate .,1,0.4333,positive
this is how you use special effects .,1,0.3571,positive
"it s still going great ,  i just needed more capacity .",1,0.65,positive
making seperation and cross contamination containment a very easy .,1,0.2817,positive
it keeps it the coffee hot and fresh for hours .,1,0.275,positive
not a bad journey at all .,1,0.35,positive
there 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .,1,0.3,positive
it s very easy to use and very dependable .,1,0.3817,positive
i have had no problem with either piece and highly recommend the products .,1,0.16,positive
make sure the pins line up with the contacts .,1,0.5,positive
"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent 's days",1,1.0,positive
"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",1,0.1111,positive
"look , this is a terrific flick replete with dazzling camera-work , dancing and music .",1,0.375,positive
it 's one of the most honest films ever made about hollywood .,1,0.55,positive
tastes in between the classic american blonde ale and cowboy golden lager .,1,0.1167,positive
offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,1,0.1333,positive
worth the effort to watch .,1,0.3,positive
one great feature is that the spatula head is removable for east cleaning .,1,0.8,positive
a compelling journey ... and `` his best friend remembers '' is up there with the finest of specials .,1,0.65,positive
"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",1,0.1788,positive
"an absorbing , slice-of-depression life that touches nerves and rings true .",1,0.275,positive
"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",1,0.1688,positive
it is great if you have more than one guest to serve .,1,0.65,positive
"hilarious , acidic brit comedy .",1,0.5,positive
it works great and i am very happy with it .,1,0.9,positive
very impressed than within a minute incorporated all ingredients to perfection .,1,1.0,positive
i love cooking and you need sharp knives when cooking .,1,0.1875,positive
quite funny for the type of movie it is ...,1,0.25,positive
good movie .,1,0.7,positive
and it s much much cheaper than getting it at the cusinart parts site .,1,0.2,positive
"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .",1,0.2867,positive
it s a very good quality at a reasonalbe price .,1,0.91,positive
"for the most part , i spy was an amusing lark that will probably rank as one of murphy 's better performances in one of his lesser-praised movies .",1,0.2,positive
a refreshingly authentic coming-of-age tale .,1,0.5,positive
an unabashedly schmaltzy and thoroughly enjoyable true story .,1,0.425,positive
"love this mixer ,  wasn t near as loud as some were saying .",1,0.2333,positive
it makes it easy and neat to store and access all of your scarves .,1,0.4333,positive
the tiny green light on one side is very bright when fully charged .,1,0.2775,positive
denis and co-writer michele petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .,1,0.75,positive
it should reconnect easily when you are in the num_extend,1,0.4333,positive
"renner 's performance as dahmer is unforgettable , deeply absorbing .",1,0.5,positive
"although very much like the first movie based on j.k. rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",1,0.4183,positive
need a cheap car charger and it seems to do the job .,1,0.4,positive
fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,1,0.475,positive
"s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,0.24,positive
adds some bulk to phone but not a large amount .,1,-0.1071,positive
we love that it can go straight from the stove top to the oven .,1,0.4,positive
all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .,1,0.3833,positive
"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",1,0.5,positive
"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",1,0.25,positive
"one of the most haunting , viciously honest coming-of-age films in recent memory .",1,0.3667,positive
"much of the way , though , this is a refreshingly novel ride .",1,0.35,positive
"a tender and touching drama , based on the true story of a troubled african-american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",1,0.1167,positive
i have been extremely happy with my purchase .,1,0.8,positive
belt works fine and installed in just a few minutes .,1,0.1083,positive
"an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .",1,0.2,positive
"the powers team has fashioned a comedy with more laughs than many , no question .",1,0.5,positive
a wildly funny prison caper .,1,0.25,positive
"a slick , well-oiled machine , exquisitely polished and upholstered .",1,0.375,positive
the voice from the earpiece says  connected  on successful completion .,1,0.75,positive
this is one of the best vacuums i ve ever come across .,1,1.0,positive
i used to use a good cooks brand safety opener and really liked it .,1,0.65,positive
the charger is working with my wireless bluetooth speaker just fine so far .,1,0.2583,positive
the film often achieves a mesmerizing poetry .,1,0.3,positive
"often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .",1,0.5667,positive
shipped free directly from realook and arrived within two days .,1,0.25,positive
"cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience .",1,0.1167,positive
"fits perfectly ,  cutouts are plsced where they should be .",1,1.0,positive
"i ve been using this for months ,  and like it very much .",1,0.26,positive
"with grandchildren ,  this is the perfect combination of colorful and functional .",1,0.65,positive
these wine stoppers are very inexpensive and certainly do the job .,1,0.2071,positive
a feel-good picture in the best sense of the term .,1,1.0,positive
most pizza wheels that i ve seen are much smaller .,1,0.25,positive
bento spoon and the boker knife which is quite nice .,1,0.6,positive
"funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read . ''",1,0.125,positive
it had a great cost and a great product .,1,0.8,positive
i like the new footage and still love the old stuff .,1,0.2455,positive
it turned out just fine to replace what i had lost .,1,0.4167,positive
wow im impressed with this device !  how useful it is .,1,0.4667,positive
"so young , so smart , such talent , such a wise \*\*\* .",1,0.2029,positive
it 's both a necessary political work and a fascinating documentary ...,1,0.175,positive
